lsl_timestamp,local_time,ch1,ch2,ch3,ch4,ch5,marker
1753126262.174528,1753126262.174528,0.33425307273864746,-0.2548294961452484,0.43929052352905273,-0.1722230762243271,0.06243781000375748,
1753126262.174528,1753126262.176523,,,,,,START_5Hz_5ch_rep1
1753126262.174528,1753126262.1775198,,,,,,A
1753126262.174528,1753126262.1785173,,,,,,B
1753126262.174528,1753126262.1785173,,,,,,C
1753126262.374528,1753126262.3660157,0.15262064337730408,0.38861173391342163,0.40470993518829346,0.005580656696110964,-0.1508151739835739,
1753126262.574528,1753126262.5744581,0.16177113354206085,0.1045677661895752,-0.03228544816374779,0.09682559967041016,0.08779993653297424,
1753126262.7745278,1753126262.7749217,-0.23736517131328583,-0.29501038789749146,-0.15324637293815613,-0.19405220448970795,0.1313292533159256,
1753126262.7745278,1753126262.7779138,,,,,,A
1753126262.9745278,1753126262.9753854,-0.04547276347875595,-0.29948690533638,0.450289249420166,0.39563602209091187,0.00487077422440052,
1753126263.174528,1753126263.1758492,0.20165808498859406,0.1770538091659546,0.03486701473593712,-0.3226497769355774,0.002675847616046667,
1753126263.374528,1753126263.376313,-0.198807954788208,-0.209856316447258,0.14859136939048767,-0.09217368066310883,-0.00393935339525342,
1753126263.374528,1753126263.3793058,,,,,,B
1753126263.574528,1753126263.5787714,0.1974165290594101,0.24038243293762207,-0.32350191473960876,0.3498726785182953,-0.13246536254882812,
1753126263.574528,1753126263.5797694,,,,,,A
1753126263.7745278,1753126263.7772405,-0.12024925649166107,-0.49895477294921875,-0.07607168704271317,0.11535008996725082,0.07726865261793137,
1753126263.9745278,1753126263.9777043,-0.12343800812959671,-0.0960000529885292,-0.00865521002560854,-0.318308025598526,0.04252656549215317,
1753126264.174528,1753126264.178168,-0.4290658235549927,0.11025601625442505,0.26701486110687256,-0.0164295956492424,0.17976070940494537,
1753126264.174528,1753126264.1811604,,,,,,C
1753126264.174528,1753126264.182158,,,,,,A
1753126264.374528,1753126264.3806264,-0.17144598066806793,-0.23095647990703583,-0.24158863723278046,-0.2322123646736145,-0.04955774173140526,
1753126264.574528,1753126264.5790956,0.25951555371284485,0.17283987998962402,0.24072614312171936,-0.29131799936294556,0.24442839622497559,
1753126264.574528,1753126264.5820878,,,,,,B
1753126264.7745278,1753126264.7795594,0.10696189105510712,0.017408691346645355,0.2984316945075989,-0.41529732942581177,0.3418329358100891,
1753126264.9745278,1753126264.9800234,-0.02477104589343071,-0.19709011912345886,0.2862599790096283,0.30831414461135864,0.017047418281435966,
1753126264.9745278,1753126264.9830158,,,,,,A
1753126265.174528,1753126265.1814842,0.16659845411777496,0.12441959977149963,-0.29449886083602905,0.1744987964630127,0.5327179431915283,
1753126265.374528,1753126265.3809505,0.011099768802523613,0.09530311822891235,-0.0027029584161937237,-0.06786303222179413,-0.09275031834840775,
1753126265.574528,1753126265.5814145,0.13252779841423035,0.01739945262670517,0.10321494936943054,0.1543252319097519,0.03365316614508629,
1753126265.574528,1753126265.5844069,,,,,,A
1753126265.7745278,1753126265.7818782,0.13763432204723358,-0.385699599981308,0.24860191345214844,-0.2393905073404312,-0.0880565494298935,
1753126265.7745278,1753126265.7848704,,,,,,B
1753126265.9745278,1753126265.982342,-0.037381310015916824,-0.08766403794288635,0.22487357258796692,0.15780958533287048,0.20870673656463623,
1753126266.174528,1753126266.182806,0.12543639540672302,0.20743277668952942,0.3636484146118164,-0.3445906639099121,0.34462985396385193,
1753126266.174528,1753126266.185798,,,,,,C
1753126266.374528,1753126266.3832693,0.023593803867697716,0.27887529134750366,-0.43283379077911377,-0.17758135497570038,0.31825366616249084,
1753126266.374528,1753126266.3862615,,,,,,A
1753126266.574528,1753126266.5837333,0.07376037538051605,0.19975489377975464,0.12989415228366852,-0.149574413895607,0.11135078966617584,
1753126266.7745278,1753126266.784197,-0.39527252316474915,0.06807185709476471,0.026188666000962257,-0.11069262772798538,0.025594914332032204,
1753126266.9745278,1753126266.9846606,0.2551203966140747,-0.13403742015361786,-0.00699163693934679,-0.2155524641275406,0.031706396490335464,
1753126266.9745278,1753126266.9876535,,,,,,B
1753126266.9745278,1753126266.9876535,,,,,,A
1753126267.174528,1753126267.1861217,-0.5263205170631409,-0.15160106122493744,-0.37079939246177673,0.2214101403951645,0.09310904145240784,
1753126267.374528,1753126267.3855882,-0.10439353436231613,0.08148198574781418,-0.025236479938030243,-0.4096042811870575,-0.20142751932144165,
1753126267.574528,1753126267.5860522,-0.2463860660791397,0.595580518245697,0.018321283161640167,0.03771452233195305,0.005965651012957096,
1753126267.7745278,1753126267.7865157,0.5642443895339966,0.49800387024879456,0.06319010257720947,0.09549308568239212,0.08884746581315994,
1753126267.7745278,1753126267.7895083,,,,,,A
1753126267.9745278,1753126267.9869795,-0.11735932528972626,0.00408471142873168,-0.04449772462248802,0.12265390902757645,-0.2930995225906372,
1753126268.174528,1753126268.1874435,-0.3109559416770935,-0.03972955048084259,-0.0009355410584248602,0.47402051091194153,-0.07266401499509811,
1753126268.174528,1753126268.190436,,,,,,B
1753126268.174528,1753126268.190436,,,,,,C
1753126268.374528,1753126268.3889043,-0.0006929492810741067,0.4856717586517334,0.21047209203243256,-0.21123473346233368,0.06594090163707733,
1753126268.374528,1753126268.3908997,,,,,,A
1753126268.574528,1753126268.588371,0.31846025586128235,-0.11680378764867783,0.15955108404159546,0.03235512226819992,-0.2905919551849365,
1753126268.7745278,1753126268.7888346,0.10300620645284653,0.038620173931121826,0.0743129551410675,0.08159846067428589,0.07823216915130615,
1753126268.9745278,1753126268.9892983,0.032664112746715546,0.3163013756275177,-0.10949404537677765,0.21187163889408112,0.036183495074510574,
1753126269.174528,1753126269.189762,0.021874478086829185,0.026413867250084877,-0.046945489943027496,-0.21656452119350433,-0.1504528820514679,
1753126269.174528,1753126269.1927547,,,,,,A
1753126269.374528,1753126269.390226,0.1311234086751938,-0.03875858709216118,-0.291293740272522,0.08275879174470901,-0.15796475112438202,
1753126269.374528,1753126269.3932185,,,,,,B
1753126269.574528,1753126269.59069,-0.06629127264022827,-0.005451888311654329,-0.049295999109745026,-0.06292159110307693,0.03699343651533127,
1753126269.7745278,1753126269.7911534,-0.07393807917833328,-0.22881627082824707,-0.27830591797828674,0.1329154223203659,-0.07661467790603638,
1753126269.7745278,1753126269.794146,,,,,,A
1753126269.9745278,1753126269.9916172,-0.29626235365867615,-0.11823111027479172,0.07752013951539993,0.23276066780090332,-0.13748440146446228,
1753126270.174528,1753126270.192081,-0.07492072135210037,-0.0008771877619437873,-0.22045287489891052,0.22979313135147095,0.2822585701942444,
1753126270.174528,1753126270.1950736,,,,,,C
1753126270.374528,1753126270.3925447,-0.43894827365875244,0.17467433214187622,0.13362155854701996,0.12879879772663116,0.4368952810764313,
1753126270.574528,1753126270.5930083,0.18978244066238403,-0.20471255481243134,0.11065070331096649,0.06254245340824127,0.011370504274964333,
1753126270.574528,1753126270.5960014,,,,,,A
1753126270.574528,1753126270.5960014,,,,,,B
1753126270.7745278,1753126270.7944696,-0.11227697134017944,0.02088095061480999,0.17028497159481049,-0.06523449718952179,0.06080206111073494,
1753126270.9745278,1753126270.9939358,-0.048332951962947845,-0.023209085687994957,0.19633518159389496,-0.006026914808899164,0.056639380753040314,
1753126271.174528,1753126271.1943998,-0.10715262591838837,-0.13749001920223236,0.12498904764652252,0.314316064119339,0.09027458727359772,
1753126271.174528,1753126271.1973925,,,,,,A
1753126271.374528,1753126271.3948636,0.05842741206288338,-0.14582771062850952,-0.05669490247964859,-0.03800154849886894,0.11870459467172623,
1753126271.574528,1753126271.5953271,-0.055652789771556854,0.332215815782547,0.13728661835193634,-0.13013584911823273,0.1632126122713089,
1753126271.7745278,1753126271.7957911,-0.27597928047180176,-0.16288553178310394,0.041700199246406555,0.0056969178840518,0.03902769833803177,
1753126271.7745278,1753126271.7987833,,,,,,B
1753126271.9745278,1753126271.9962547,-0.0355159156024456,0.3116203546524048,-0.14734672009944916,0.08206863701343536,0.10816949605941772,
1753126271.9745278,1753126271.9992476,,,,,,A
1753126272.174528,1753126271.9992476,,,,,,END_5Hz_5ch_rep1
1753126274.005879,1753126273.9969032,-0.1744557023048401,0.145029678940773,-0.03838469833135605,-0.042636603116989136,-0.06596507132053375,
1753126274.005879,1753126274.0068767,,,,,,START_10Hz_5ch_rep1
1753126274.005879,1753126274.007874,,,,,,A
1753126274.005879,1753126274.007874,,,,,,B
1753126274.005879,1753126274.0088713,,,,,,C
1753126274.1058788,1753126274.0976338,0.05148109048604965,-0.012984883971512318,-0.035988133400678635,0.03115759789943695,0.2510152757167816,
1753126274.205879,1753126274.2053456,-0.23328593373298645,-0.329510897397995,-0.025943666696548462,-0.046524543315172195,-0.14123772084712982,
1753126274.3058789,1753126274.3070736,-0.060147177428007126,0.19071923196315765,-0.15056510269641876,0.12943007051944733,-0.2219741940498352,
1753126274.405879,1753126274.407804,-0.1796976774930954,0.07601132988929749,0.06182652339339256,-0.030133096501231194,-0.12528565526008606,
1753126274.505879,1753126274.5085344,-0.31271907687187195,0.014635246247053146,-0.10882586240768433,-0.3126237094402313,0.23726274073123932,
1753126274.6058788,1753126274.609265,0.2539558410644531,-0.11290288716554642,0.03524458035826683,0.18760615587234497,-0.3481951057910919,
1753126274.705879,1753126274.7099957,0.16138049960136414,-0.4806482493877411,-0.0926859900355339,0.11948319524526596,-0.3059733510017395,
1753126274.705879,1753126274.7119906,,,,,,A
1753126274.8058789,1753126274.8107264,0.24904000759124756,0.25922921299934387,0.12167700380086899,-0.18548914790153503,0.23484674096107483,
1753126274.905879,1753126274.9114568,-0.09489785879850388,-0.334398478269577,-0.21450217068195343,-0.07477989047765732,0.21537430584430695,
1753126275.005879,1753126275.01119,-0.06119445711374283,-0.3179604113101959,0.19907745718955994,0.02271082252264023,0.02408314310014248,
1753126275.1058788,1753126275.1129177,-0.22660185396671295,0.1758110523223877,0.4132207930088043,0.20520484447479248,-0.3818405568599701,
1753126275.205879,1753126275.2136483,0.18727469444274902,0.03572966903448105,-0.17042586207389832,-0.09972801059484482,-0.19833309948444366,
1753126275.205879,1753126275.215644,,,,,,B
1753126275.3058789,1753126275.314379,-0.0802215039730072,-0.14280563592910767,0.07905620336532593,-0.10979875177145004,0.2180701643228531,
1753126275.405879,1753126275.4151096,0.21100130677223206,0.08023258298635483,-0.008245319128036499,-0.24129267036914825,0.05725053325295448,
1753126275.405879,1753126275.417105,,,,,,A
1753126275.505879,1753126275.51584,0.17121636867523193,-0.12264809757471085,-0.22632771730422974,0.17156435549259186,-0.06498758494853973,
1753126275.6058788,1753126275.6165707,0.20773883163928986,0.006665731780230999,0.4502577781677246,-0.15134166181087494,-0.3593960404396057,
1753126275.705879,1753126275.7173011,-0.011139738373458385,0.09852872788906097,0.11813557893037796,0.0940580740571022,-0.3412547707557678,
1753126275.8058789,1753126275.8180315,-0.032417722046375275,0.3413420021533966,0.4953865110874176,-0.23533445596694946,0.15096668899059296,
1753126275.905879,1753126275.9187624,-0.1890491545200348,0.40264707803726196,-0.1812766045331955,-0.11705198884010315,-0.23115521669387817,
1753126276.005879,1753126276.019493,-0.3032151460647583,-0.18263031542301178,0.1399652361869812,0.24377833306789398,0.23412910103797913,
1753126276.005879,1753126276.0214882,,,,,,C
1753126276.1058788,1753126276.1202235,-0.041856881231069565,0.23160307109355927,-0.06133296713232994,-0.2124456912279129,0.12327777594327927,
1753126276.1058788,1753126276.1222188,,,,,,A
1753126276.205879,1753126276.220954,0.08994805812835693,0.20393766462802887,0.31175926327705383,0.0006198261398822069,0.021698322147130966,
1753126276.3058789,1753126276.3216846,-0.03836388140916824,0.12991686165332794,-0.15088984370231628,0.41834020614624023,-0.17619876563549042,
1753126276.405879,1753126276.422415,0.26584571599960327,-0.08008118718862534,0.3305400311946869,-0.2263469249010086,-0.023138390854001045,
1753126276.405879,1753126276.42441,,,,,,B
1753126276.505879,1753126276.5231457,-0.19187034666538239,-0.29178035259246826,-0.21152722835540771,0.15300486981868744,-0.08847170323133469,
1753126276.6058788,1753126276.623876,0.21615058183670044,0.32977598905563354,0.06567653268575668,-0.026511190459132195,-0.3639459013938904,
1753126276.705879,1753126276.7246068,-0.24887681007385254,0.36526182293891907,0.3292197287082672,0.21904256939888,0.17062391340732574,
1753126276.8058789,1753126276.8253372,0.03507509082555771,0.3567467927932739,-0.3439628481864929,-0.24670617282390594,-0.12806478142738342,
1753126276.8058789,1753126276.8273325,,,,,,A
1753126276.905879,1753126276.9260678,0.021704353392124176,-0.19154807925224304,0.11974114924669266,-0.08745750039815903,-0.5511694550514221,
1753126277.005879,1753126277.025801,0.23014231026172638,0.10706714540719986,0.23317821323871613,-0.1758204847574234,0.06653493642807007,
1753126277.1058788,1753126277.1265316,-0.358938604593277,0.05533217266201973,-0.2651682198047638,0.26573270559310913,0.2832878828048706,
1753126277.205879,1753126277.2282593,0.0026600868441164494,0.025385528802871704,0.12145543098449707,-0.23549091815948486,-0.37817129492759705,
1753126277.3058789,1753126277.32899,0.07585488259792328,0.05181752145290375,-0.048042893409729004,-0.1772702932357788,0.09019525349140167,
1753126277.405879,1753126277.4297206,0.3060402274131775,0.36803627014160156,0.004252015147358179,-0.0009292731410823762,-0.03226713091135025,
1753126277.505879,1753126277.5304534,0.05761788412928581,0.09419046342372894,-0.34337255358695984,-0.04897083714604378,-0.08701777458190918,
