ch1,ch2,ch3,ch4,ch5,lsl_timestamp,frequencia,num_canais
0.15149661810767712,-0.036995986868001034,-0.4221070650983415,0.005909906404843738,-0.3152976463218476,1753300985.3015661,80,5
1.0163959929845015,1.2946117967423025,0.914651502882644,0.7426746898653109,0.9019260068634544,1753300985.3140662,80,5
0.7610473109509852,0.7769344774099957,0.6840168151168451,0.7955767755591869,0.6912144551835924,1753300985.3265662,80,5
0.2723088930112424,0.4057754600239597,0.22114434933258403,0.2825826825907609,0.3812732272223036,1753300985.339066,80,5
1.0146454798286848,0.9338874072833389,1.1207428712342729,0.8056290085574986,0.8730564783384208,1753300985.351566,80,5
1.184917339125743,1.5080275207485454,1.6460005397951745,1.4394735379116665,1.474185594981504,1753300985.3640661,80,5
1.0410397903607866,0.8035454531209554,0.45586196173830307,0.7550337647386365,0.7853526645343254,1753300985.3765662,80,5
-0.09235318072180931,-0.1769322218180175,-0.383726218323886,-0.3245348407153917,0.22597084080523927,1753300985.3890662,80,5
-0.08177068656572783,0.00848729983428073,-0.11255717141000465,-0.019061460304570718,-0.21116619040824966,1753300985.401566,80,5
0.41872844922927527,-0.0761505649245556,0.2399715988349947,0.07494509974462238,0.007406705910511624,1753300985.414066,80,5
-0.39052328879710163,-0.7720894436325151,-0.6679700120764542,-0.8437679322398309,-0.46484169589548563,1753300985.4265661,80,5
-1.3781847829103904,-1.566596750488821,-1.6708811292281056,-1.503292871110207,-1.5137646631782717,1753300985.4390662,80,5
-1.1071006331293713,-1.0946295133050101,-1.148233801438212,-0.6457560462094272,-0.8511107716821442,1753300985.4515662,80,5
-0.40422461215201233,-0.39613391797420483,-0.4874545398081499,-0.695535418698052,-0.6633722759890377,1753300985.464066,80,5
-1.0096882877341526,-0.7267176519447404,-0.3745368503950083,-0.7848124288468838,-0.8452919300653555,1753300985.476566,80,5
-0.6000893865921857,-1.0600681769126914,-1.3295905165727384,-0.8535908145715252,-1.1297308998181452,1753300985.4890661,80,5
0.07396651087309424,-0.1469251402486181,-0.09447148624526049,-0.1837220089714786,-0.30344370432809936,1753300985.5015662,80,5
0.8849778000814965,0.7817442550897066,1.1624370397655677,0.8334515534059934,1.0749867010842267,1753300985.5140662,80,5
0.6703973507761467,0.38814066804077174,0.903920189167856,0.6861544682373953,0.9398380973115635,1753300985.526566,80,5
0.18953129108017658,0.6367169081098039,0.5426087343714054,0.11330124657049351,0.3873677032811891,1753300985.539066,80,5
1.2589059153836601,0.9998263883646457,1.229529691138819,1.2167421419415985,0.8294476082135309,1753300985.5515661,80,5
1.4358624251132055,1.5428663628612753,1.5081891192995138,1.5148733955312061,1.4197045659077288,1753300985.5640662,80,5
0.8012133276911225,0.737699614477002,0.8984128622300248,0.5205324925521654,0.5905516341052732,1753300985.5765662,80,5
0.3020543762596383,0.15860272918765084,-0.2925479321551499,-0.15929460602169088,0.11454214663640183,1753300985.589066,80,5
-0.14398604801285275,0.26805446196923505,-0.09468302958328881,-0.31587889400449903,0.019143371486603927,1753300985.601566,80,5
-0.2365802554721868,-0.15295293073186217,0.20552121450903799,0.09542867817369258,0.18498546170602115,1753300985.6140661,80,5
-1.0111371203855244,-0.5417766960049554,-0.99708073001658,-0.8191744772525085,-0.5094259084126521,1753300985.6265662,80,5
-1.310809363897583,-1.2860117260524633,-1.5162538564278571,-1.3016945754565983,-1.5878165596698426,1753300985.6390662,80,5
-1.2193977186898142,-1.0820590876130105,-0.9364606682748693,-1.2809285455605135,-0.9774890424108726,1753300985.651566,80,5
0.026451087406099416,-0.5860638625198284,-0.4605804664795079,-0.45287019261626554,-0.6811568101129877,1753300985.664066,80,5
-0.48638407142874485,-0.5894527973439361,-0.6167663400266346,-0.7246275179676135,-0.43353655025025817,1753300985.6765661,80,5
-0.6178534000132122,-1.0270558282916216,-0.7398622421875757,-1.0007305818268781,-1.1669001944017117,1753300985.6890662,80,5
-0.0724859998190764,-0.08752563324528032,0.5769895910206879,0.4196024846941874,0.1699161729958508,1753300985.7015662,80,5
1.0162617667603737,0.8577539748973599,0.46100312706853686,0.6623951813012412,0.851944826723315,1753300985.714066,80,5
0.7633541234935709,0.7497678341387461,0.7771711046374677,0.6400548410422422,0.524898829698293,1753300985.726566,80,5
0.6221841071771738,0.6650888987339183,0.31385308195592865,0.31284140430253654,0.08240859060577255,1753300985.7390661,80,5
1.2386698259853421,1.0009567419877463,1.0568114869060519,0.9236994631073867,1.1534930300949662,1753300985.7515662,80,5
1.6501573633137552,1.4143608082445551,1.148214842356345,1.1732478352700455,1.2075348285365766,1753300985.7640662,80,5
0.671950545587507,0.3160223711489536,0.6456176564381497,0.6401952489705498,0.5296079958592761,1753300985.776566,80,5
-0.5618511549083853,0.4351805628297499,-0.4117227632212308,0.08913601376044414,-0.16081345632710956,1753300985.789066,80,5
-0.22229234643802936,-0.05589557223979588,-0.0014882651264671641,0.07373233556348217,-0.1708032551518275,1753300985.8015661,80,5
0.18209714648296063,0.5917447931947454,-0.0739795023565494,0.27959342584179303,0.29913902482859844,1753300985.8140662,80,5
-0.8491895319210501,-0.6008178738279881,-0.6834407774402255,-0.7703539891959332,-0.568652237757622,1753300985.8265662,80,5
-1.329180502958113,-1.3218114229201376,-1.8350242868401119,-1.5734659567160643,-1.292388610845102,1753300985.839066,80,5
-1.3297490004057837,-0.9712283554739055,-1.2434929565204327,-0.8705183296376391,-1.0288838961143274,1753300985.851566,80,5
-0.36506007337856056,-0.681394598165883,-0.520758921393468,-0.782987231640036,-0.18206973886052658,1753300985.8640661,80,5
-0.7251791845959608,-0.6318930294633248,-1.033812421660473,-0.5676127904747241,-0.6532031589083894,1753300985.8765662,80,5
-1.3264798589130127,-0.9766922934057592,-1.0458419781023593,-0.9863565965759985,-0.6550793837976814,1753300985.8890662,80,5
0.03807119743191398,-0.08316617136336711,0.01956555129504949,-0.11156488765808553,-0.04661439132072677,1753300985.901566,80,5
0.8522729418576045,1.2400303222026108,0.2845241649769362,0.8932769023736487,0.9265129052984792,1753300985.914066,80,5
0.9419873450270873,0.574022197830592,0.6573062319430688,0.38769946545444167,1.1218241180010005,1753300985.9265661,80,5
0.16144899739366186,0.4045153069208478,0.634096959943601,0.1634206028620851,0.18592436977474955,1753300985.9390662,80,5
0.9651285884073483,0.6938778511884971,0.9109436375899036,0.6569318560525743,0.8067861605516152,1753300985.9515662,80,5
1.315854385413132,0.9484660250952399,1.246154614420183,1.4131661612788404,1.445843446895069,1753300985.964066,80,5
1.002530845899198,0.6463060302776752,0.5778085503280714,1.14168463800429,0.8208354208212535,1753300985.976566,80,5
0.23378399106321496,-0.2934827461525319,-0.02319769860886091,-0.12249982975997631,-0.1177199865866831,1753300985.9890661,80,5
0.15999701481956088,-0.2608976657848715,-0.0106580023202043,0.14954689173446686,0.008822200469310988,1753300986.0015662,80,5
0.0794864970295891,0.29582031892696387,0.08803402026385534,0.2605314265311288,0.15777655329591736,1753300986.0140662,80,5
-0.6018640852475179,-0.6876681530930376,-1.1980990023485583,-1.1120784495374911,-0.8268755313905418,1753300986.026566,80,5
-1.4068382669523782,-1.4744493723730745,-1.9503366748235562,-1.4728257999969803,-1.6678145083457736,1753300986.039066,80,5
-0.75996648006333,-0.6404486983451316,-1.1913100794173448,-0.7796219521519149,-1.3171320322834297,1753300986.0515661,80,5
-0.39120909545192833,-0.6414214868290148,-0.32044302934128704,-0.47234852785669035,-0.6587404647681937,1753300986.0640662,80,5
-0.8534405145287554,-1.12173354554759,-1.0752980447610918,-0.5514622865168983,-0.672400790266702,1753300986.0765662,80,5
-0.8760406518226521,-0.7113247031802599,-0.8283597621105846,-0.5162890603918018,-0.9773475925141286,1753300986.089066,80,5
0.10848875910458466,-0.04213488013382683,-0.08184748773794541,-0.08819548935590094,0.39594245490672175,1753300986.101566,80,5
0.577575877029137,0.602562907575646,0.8800223769100874,0.5033936737519236,0.7387367916445178,1753300986.1140661,80,5
0.731209635410583,0.5654135514329605,0.6385257353639086,1.001824478584609,0.8749156621923564,1753300986.1265662,80,5
0.4979754954716618,0.6292649989533943,0.38139402532091266,0.7098811796373661,0.4083631318785645,1753300986.1390662,80,5
1.2028921826075272,0.7473720602413363,0.9675363490070688,1.1474853398589129,0.8742968798467414,1753300986.151566,80,5
1.567478349373959,1.6227673249340744,1.8269980060734579,1.2303875401899194,1.4127354093479678,1753300986.164066,80,5
0.960133570858063,0.6074485889894523,0.6259874645990882,1.0689421448962608,0.5214037209748846,1753300986.1765661,80,5
-0.4287378121046105,-0.14902494795254495,-0.5589547996753843,-0.05823766604471953,-0.3475576174521027,1753300986.1890662,80,5
-0.2597944517477017,-0.20582302665004557,0.1868549059892476,0.19041344525162818,0.026109869835859004,1753300986.2015662,80,5
0.42943089931073625,-0.020688108286245954,0.2557979593503029,0.25450417330682806,0.06637745829953393,1753300986.214066,80,5
-0.3363175619902753,-0.4544149422746821,-1.0924765030446426,-0.8756339923542704,-0.6984086712836756,1753300986.226566,80,5
-1.6209531759367035,-1.1477877029834682,-1.6353906930074313,-1.3918593683844878,-1.3973920031476332,1753300986.2390661,80,5
-1.0694359791080166,-1.2841112925385954,-0.4677328747078753,-1.1093921973050522,-1.0023056596594888,1753300986.2515662,80,5
-0.5845377415227073,-0.4195358202551258,-0.33209324807776114,-0.23745769734889474,-0.6000256379540355,1753300986.2640662,80,5
-1.0780080208732705,-0.24332964161318849,-0.6354275649272574,-1.1762989276094884,-1.0282801645686832,1753300986.276566,80,5
-0.7256247624545085,-0.7078519913723448,-1.4060396572403895,-0.7727114987385779,-0.8296137724040193,1753300986.289066,80,5
-0.13617837104567715,0.4166791495329236,-0.23731507127618157,-0.1770306941829196,0.20686431681142808,1753300986.3015661,80,5
1.0295661202564452,0.7995660826559027,0.9756830647431232,0.8066390945164749,1.0447142683496882,1753300986.3140662,80,5
0.44464888651335416,0.5042402490148441,0.5632283880649547,1.0888482405597817,0.7173906133759633,1753300986.3265662,80,5
0.4513723358596635,0.3055996972569179,0.420562204601509,0.022770415281763268,0.49502594896555835,1753300986.339066,80,5
0.7181661672443944,1.2980398485090079,0.4989294293798454,0.8185350115831087,1.0398854501009016,1753300986.351566,80,5
1.7615686611406118,1.3447485663532865,1.5615142102055162,1.4264906807325235,1.8176726580625207,1753300986.3640661,80,5
0.6436629402268503,0.8174276542393555,0.7150696548545347,0.7820980634226744,0.7008584597719967,1753300986.3765662,80,5
0.0156317194778669,0.028345486940955233,-0.08517023690016334,-0.3539047771594153,-0.09626056087650668,1753300986.3890662,80,5
0.21823275213304147,0.30089619501693576,0.2672682301485633,0.30253140324490635,0.13736938580157432,1753300986.401566,80,5
0.029643470755218976,-0.010276428738993676,-0.005407292707052577,0.18981733414847773,-0.38115357865448557,1753300986.414066,80,5
-0.822545124608655,-0.4466769642121671,-0.8572645471197023,-0.523344189337358,-0.46208743189261536,1753300986.4265661,80,5
-1.225855310261891,-1.637511484211624,-1.175413526592932,-1.65971283751847,-1.4149665841217935,1753300986.4390662,80,5
-1.0189447852225553,-0.9004102622538467,-0.8848357570013804,-1.0123599400775698,-1.2307147674737975,1753300986.4515662,80,5
-0.24383314195297517,-0.10546978473256324,-0.5446765525022379,-0.45281984513216184,-0.5610408597723544,1753300986.464066,80,5
-0.4874979705784229,-0.7057297107516485,-0.5834236741477002,-0.5631728295380531,-0.22787964748233247,1753300986.476566,80,5
-0.6526792375170906,-1.0579634886336882,-0.7902473661793041,-0.7661828075652186,-0.5964833123352434,1753300986.4890661,80,5
-0.10442676205697043,0.004110345427257265,-0.4160913184685601,-0.07010273954543594,-0.12037878288405965,1753300986.5015662,80,5
0.5642967863081326,0.8183535852050573,0.7131154659677676,0.741364053478195,0.7415730694416065,1753300986.5140662,80,5
0.6936217269405973,0.4606221805479689,0.8822365660785279,0.7657557451682062,0.7784392848351597,1753300986.526566,80,5
0.531543736107516,0.3470125371428742,0.4928563158520537,0.20827253195813653,0.23197410019364503,1753300986.539066,80,5
1.24260919348567,1.3421870082436416,0.9529296907509412,0.7490407082540296,1.6466779180194748,1753300986.5515661,80,5
1.4837035634101767,1.608434380730704,1.7403546088004667,1.2393815752934023,1.4273754608471538,1753300986.5640662,80,5
0.7574508521414144,0.6381618381958979,0.5318012282899207,0.5517770157683636,1.0737753019086824,1753300986.5765662,80,5
-0.1164326334286722,0.07802146883946673,-0.214243618161656,-0.18685246606063122,0.10071413422696149,1753300986.589066,80,5
-0.09041214359879911,-0.09512122213513177,-0.043044693349382185,-0.3047670161266653,0.059001447838087064,1753300986.601566,80,5
-0.290594778763239,-0.029378009402275668,0.15878250430533786,0.13370297845569057,0.7306280243632115,1753300986.6140661,80,5
-0.954673096462521,-0.6822893569774291,-0.6466723950873918,-0.7320032656020544,-0.7991219545691641,1753300986.6265662,80,5
-1.6905457367471266,-1.7079337852147127,-1.775381939639991,-1.496846200213249,-1.1644920473368423,1753300986.6390662,80,5
-1.3976409394155518,-1.017110923054812,-1.1271297222343573,-1.0556918514715878,-0.7738090091474378,1753300986.651566,80,5
-0.5967429794434457,-0.5598212196685589,-0.08072958095618082,-0.12600885914054977,-0.5317524079034168,1753300986.664066,80,5
-0.709666643140363,-0.8280447696112008,-1.0462231549262322,-1.0433551216209171,-0.8857250812957173,1753300986.6765661,80,5
-0.6034784362220054,-0.9453765290732555,-0.6729659954643662,-0.7618459534208387,-0.8004772108650493,1753300986.6890662,80,5
0.08541469948557265,-0.2418310145846855,0.21214955419110326,-0.4787800634517213,0.015206163615952145,1753300986.7015662,80,5
0.9052662630973229,0.5273908826898174,1.3330100653443122,0.9530434924886672,1.2915206561332124,1753300986.714066,80,5
0.5616284188775387,0.7202550598118589,0.773313526213781,0.9786797566166385,0.6105448867533603,1753300986.726566,80,5
0.24585631069351943,0.2526293763992823,0.21852902804486285,0.46893482803503933,0.4881422386622555,1753300986.7390661,80,5
1.1391277189050084,1.3059571006620443,1.040927991381868,0.4845894234925209,0.8613513451953266,1753300986.7515662,80,5
1.6526477344068016,1.6028771634779408,1.4229215988964812,1.4874209243527183,1.595493659045645,1753300986.7640662,80,5
0.7070672227715884,0.7313048623550752,0.8505402545310383,0.6713105909117675,0.8739758061043137,1753300986.776566,80,5
-0.3881821509458865,-0.038223080681255045,-0.28734837162528715,-0.44742301859496203,-0.1805601493931036,1753300986.789066,80,5
-0.20309033672322852,-0.07518385262583409,-0.11574394274089214,0.04236681592963442,0.04559957600900961,1753300986.8015661,80,5
0.12259523418799817,-0.06476872625885308,0.12196210876825869,0.12844942833545722,0.029165775775450306,1753300986.8140662,80,5
-0.4969124324613991,-0.7711478937035872,-0.7947077657605952,-0.5919249122621727,-0.8758671292347268,1753300986.8265662,80,5
-1.4860769436044916,-1.3382727217524937,-1.0499708910888514,-1.2700857018800176,-1.1672509196683187,1753300986.839066,80,5
-0.9954944375025079,-0.7802775144288809,-1.2930932430985154,-1.081369434822188,-0.5378229262940881,1753300986.851566,80,5
-0.4395688824030078,-0.1058788436141731,-0.9030809797586246,-0.2604143519432698,-0.5497161110784157,1753300986.8640661,80,5
-0.6267544739486032,-0.7467125170037597,-0.7053854204720923,-0.9912418072604567,-0.7703509247303734,1753300986.8765662,80,5
-0.92427298379156,-0.5829369376314958,-0.7315498685591985,-0.8206418777478717,-0.7203343546699915,1753300986.8890662,80,5
-0.43250866160163837,-0.10277967644856163,0.09603929271051238,0.08534166272128352,0.15267607772008263,1753300986.901566,80,5
0.9035550758237927,1.002111709773423,0.8417694433501904,0.6550610443754776,1.0043777587612523,1753300986.914066,80,5
0.5968441531199642,0.47098073084221603,0.8313972517536546,0.7697713805916829,0.5043507112751457,1753300986.9265661,80,5
0.3757954933558989,0.2131790916261478,0.18755834842825794,0.306786351401437,0.4373462347975857,1753300986.9390662,80,5
0.8460665203236692,1.0955508790085,0.891437277489362,1.0704331586695393,1.2271000503030374,1753300986.9515662,80,5
1.3181680959873874,1.314260864505061,1.5704101845880465,1.440777262453353,1.505720468174311,1753300986.964066,80,5
0.7915662505750672,0.7508602218727916,0.5341023414976611,0.5795612266614074,0.826404625111518,1753300986.976566,80,5
-0.3950630858216708,0.24032143652109994,-0.13897050529084576,0.06446797216904504,-0.1955141859439402,1753300986.9890661,80,5
-0.045331204694870036,-0.13107216847095746,0.012117215198885955,0.27716479387415055,0.07375626563229513,1753300987.0015662,80,5
-0.22503869699958773,0.16202121005336306,0.17425859079227674,-0.1476023505013463,0.17380513711802284,1753300987.0140662,80,5
-0.269291733687587,-0.4868997765366292,-0.6571771669071429,-0.604791013867942,-0.691830653339822,1753300987.026566,80,5
-1.6422720603724912,-1.2221247320551332,-1.1498184072793887,-1.3875313087882994,-1.3725037178862594,1753300987.039066,80,5
-0.9248455792212096,-1.0427738679117269,-0.6803046610276683,-0.9948584726046181,-0.6072699210625226,1753300987.0515661,80,5
-0.5354820704080472,-0.41635591620570267,-0.33580563038091693,-0.41453717571029897,-0.49675744230977736,1753300987.0640662,80,5
-0.9401900414072488,-0.7977953738496077,-0.5537287684759277,-0.45409378027037783,-0.9525998826021537,1753300987.0765662,80,5
-0.6502267932173906,-0.9686006773340196,-0.8189609493040727,-0.8788826386055738,-1.0170759021815223,1753300987.089066,80,5
0.07051243500375654,0.016712171651464987,-0.4256005757776603,-0.17926226632402603,-0.11904722594837482,1753300987.101566,80,5
0.7546822393854606,1.0801735541828872,0.7259106297532105,1.2884029115045976,0.9704504076960108,1753300987.1140661,80,5
0.7924893194117573,0.8383279237868924,0.9403415079813653,0.59164478989548,0.5495974812934935,1753300987.1265662,80,5
0.7029371032493277,0.9688106492870785,0.4907620402589672,0.2097641856385625,0.7545556504162201,1753300987.1390662,80,5
1.0882883438594813,0.8633339645734811,1.0386740145481181,0.9679613888289795,0.8849363341369403,1753300987.151566,80,5
1.6119459525570772,1.6109281554168495,1.1921265302852735,0.907478359920451,1.5483024333575781,1753300987.164066,80,5
0.8377777656852243,0.8521193455665926,0.6372240424437845,0.4464435973445465,0.8065816711708592,1753300987.1765661,80,5
0.006196051470817768,-0.31167183221131856,-0.20373395593601396,0.07241130015206251,0.07406273587835988,1753300987.1890662,80,5
-0.0199357467649947,-0.18628678273957414,-0.05155037442758652,-0.35356302315122673,0.07558285794929881,1753300987.2015662,80,5
0.1821808898910276,-0.11720976420031096,0.45037760471522875,-0.0020369756252548443,0.2668576853883486,1753300987.214066,80,5
-0.7458711748515194,-0.6829574376335477,-0.33354728603878014,-0.6640450580903161,-1.0463690195673676,1753300987.226566,80,5
-1.356918135278872,-1.263706848986384,-1.5709218854542462,-1.0797388815439284,-1.5432534054569422,1753300987.2390661,80,5
-1.0499620306084116,-1.4235658549734431,-1.0324655189907912,-0.9305341555349201,-0.8385701894541764,1753300987.2515662,80,5
-0.5620905558908014,-0.8033617269553355,-0.9148983615810939,-0.30422902642871813,-0.49287889864015694,1753300987.2640662,80,5
-0.9843992776060637,-0.9196077431264136,-0.8309498237210775,-0.4168028172063436,-1.169364398000187,1753300987.276566,80,5
-1.028001018408335,-1.2073077700891117,-0.6842749792719098,-1.3805151037643384,-0.9753590110743741,1753300987.289066,80,5
0.08846583230635872,-0.01030808902658198,-0.5428040564133765,-0.20497952174321823,-0.012935462762785899,1753300987.3015661,80,5
0.6905224438067687,0.6678200518384043,1.0634364457267589,0.830801826613013,0.7880769850608945,1753300987.3140662,80,5
0.7909358565654203,0.8642259729159687,0.5460143619304859,0.8370120808480488,0.6408486260553792,1753300987.3265662,80,5
0.337373709236959,0.404142121600973,0.809655913365187,0.6406026792076301,0.17439778938715048,1753300987.339066,80,5
1.1705460775431509,0.7893313913408257,0.8726899996490488,1.4141855059044512,1.0523824848332541,1753300987.351566,80,5
1.4402387697350163,1.4589718531386304,1.6010481775245398,1.3340377071164298,1.55960006665251,1753300987.3640661,80,5
0.593293859026778,0.6519247998887234,0.41000523569795094,0.7222402715662851,0.4642919410928366,1753300987.3765662,80,5
0.2417495460189602,0.1695362257557786,-0.21443517675126483,0.15830415420052812,0.12135060954737881,1753300987.3890662,80,5
0.18170760835545968,0.11569297767217973,-0.3356813577599673,0.012764295211039157,0.32172100931771064,1753300987.401566,80,5
0.2671408487879101,-0.008193020428910736,0.35254657883821405,0.43624657022489405,0.4949361013421163,1753300987.414066,80,5
-0.8788641076612397,-1.0305386806770362,-0.5995653832635159,-0.829624420941401,-0.738861573423806,1753300987.4265661,80,5
-1.2962237591658174,-1.7403456246540783,-1.4797167255539476,-1.4306463026540883,-1.6785140019341662,1753300987.4390662,80,5
-1.0637231035705843,-1.0469892925512732,-1.139127066728847,-0.9462046560631362,-0.9590725269959954,1753300987.4515662,80,5
-0.20021156145100838,-0.36174335875481006,-0.6329341830967896,-0.17789563815984633,-0.5779507758229454,1753300987.464066,80,5
-0.8499335973889433,-0.9165820331920592,-1.0048218118019223,-0.5919259990224383,-0.5456742789537286,1753300987.476566,80,5
-0.8730518865466629,-1.1963593622534914,-1.4335849199559942,-0.9670712949765398,-1.0818697832703572,1753300987.4890661,80,5
