ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,lsl_timestamp,frequencia,num_canais,repeticao
0.08490714391678866,0.24180010146305564,-0.16054124618345877,0.20958824031542808,-0.2342609764918529,0.03619062239330356,0.035350949138898115,-0.5035355742583882,-0.14193060147665842,0.022961800107762387,-0.1324540779522521,0.13133312683953277,-0.19653944384922586,0.12608618682695275,-0.058704447861505485,-0.5488063980201695,0.06369369165040181,0.1829188234044262,0.293487421862691,-0.019605633177591657,1751660560.1696055,100,20,3
1.2350451858065101,0.9033374875116603,0.69157021426004,1.0492383930694877,0.7981229578536958,0.27741048041013017,0.7364369081316418,1.146247357403243,1.2112661326101688,0.7364489722841072,0.8106633345992844,0.7398860504129725,0.6594921019997542,0.7160097185130859,0.8637596430830359,0.7808584218791917,0.7659045100100443,1.0277173251437532,0.670885812495293,0.93367934464961,1751660560.1796055,100,20,3
0.5593755999599279,0.7167730578211653,1.0734590112711608,0.7873076700861156,0.8435749089692263,1.0152184937095858,0.9317004166735852,0.9685386921257905,0.6381394085946357,0.8503817711728265,0.791955287563166,0.8622280893591638,0.963791964903995,1.0837315694607956,0.5950533232037452,0.7719095347322272,0.7284620592160947,0.8435436483195717,0.9138274696998305,0.5636526520382588,1751660560.1896055,100,20,3
0.432214717961109,0.4426833847371778,0.8845112753698589,0.5012605603880552,0.597966251446973,0.2830923016609711,0.7665624947787522,0.46322012836003695,0.713222894215116,0.3254054340617183,0.7521513085791762,0.961604949010331,0.38022108850394176,0.3709693462862011,0.7668502919688175,0.3844597673635892,0.6116402408261081,0.743851555387089,0.8331156184511712,0.66982954177677,1751660560.1996055,100,20,3
0.23625259007024046,0.418888739644124,0.4332959134081076,0.3000236793866538,0.2557384624551359,0.49814720843831856,0.4643021560381419,0.3046542622868802,0.992605578641401,0.15285522431967036,0.5525011509946107,0.27494840055603476,1.0888730486346763,0.07042296269244874,0.14236322022761838,0.6838294009484318,0.5928860869222385,0.3740867914614514,0.8479509590723504,0.34206327133725334,1751660560.2096055,100,20,3
0.8328731121074429,1.1371712303213,0.8796048883958916,1.0464780397446547,1.3914526662578126,0.7561557651590676,0.8729892103703006,0.5171843158473611,1.0193388850092222,1.114920356069506,0.9117284994518511,0.9562435251390545,1.0554004283217688,0.8796360152409606,0.9374648332846955,0.870213374282814,0.8105563964902646,1.3292373829174546,0.8846462528041942,1.0993850656412443,1751660560.2196054,100,20,3
1.0641299814660148,1.623824037190444,1.165165729397486,1.1998711721189783,1.401792100135275,1.294975703692692,1.3430715974462146,1.646322258588817,1.2952979915843312,1.5498555835307706,1.789831163190212,1.195511221634332,1.298552785813308,1.6702832879112035,1.335250144499976,1.451762674767951,1.3962807841540936,1.4976474745397643,1.7363386903486424,2.018115261123522,1751660560.2296054,100,20,3
0.6415438963485894,0.7922373000507978,0.8767485754094093,1.2876323356181048,1.0761341286864352,1.1319680264290157,0.9515141727844874,1.069110703947142,1.017792696097674,1.375808200383836,1.037124209960909,1.034317934499172,1.141090063865964,0.9549644846986813,1.2395808695479453,0.9460660483785822,1.2243141784906282,1.2000830802508688,0.9730850319371346,1.191267244647772,1751660560.2396054,100,20,3
0.1939847495090794,0.4357598815820603,0.5687988698890236,0.37274861330450576,0.16201631375679826,0.28219987208109765,0.37977950214572165,0.20173237239999825,0.051810911897102074,0.09109099307139867,0.45888827919055414,0.2166804018671148,0.31893866748148997,0.2488625325428856,0.5405930288818938,0.1456133584928074,0.42836358480662007,0.5064740725397208,0.5392311812566598,0.36737705116467506,1751660560.2496054,100,20,3
-0.18212509019170528,0.03930528510849382,-0.5418675352500613,-0.4095157963581675,0.022193571847950067,0.050249978730353306,-0.15276245086194398,-0.2441354252811549,-0.3129875156466374,-0.4156456893786245,0.0602779621573617,-0.06940849387497912,-0.09637965745828983,0.011444633486291239,0.038824964313509014,0.029524909847541025,-0.6988891932112681,-0.20577896431634957,-0.2834483114809626,-0.08194154126582075,1751660560.2596054,100,20,3
