ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,lsl_timestamp,frequencia,num_canais,repeticao,marker
0.329756124051176,0.29048048228631645,0.15931804233373786,0.027167204872074496,-0.21001393970816795,-0.013220018460378914,0.09387334066749677,-0.00722916982737097,0.2715663319037106,-0.19235923076118158,0.07567621938955588,0.18198881647869466,-0.03518712922206595,0.06026296854220982,-0.5255581765076535,0.007629035673240855,-0.07254091604286445,0.30876172035889726,0.08203717559165513,0.40489870550570206,1751912816.806873,20,20,4,C
1.182605475376192,1.2109256865969424,1.1490447201240446,1.1150933731989827,1.2265448678504467,0.9080873577304092,0.9896943433895317,1.233110159133856,0.9837676598984209,1.0457648085875237,0.9593512861786091,1.1229639912558356,1.274838688637257,1.0415112547298424,0.9124927807626351,1.267957541490756,0.5611362713730835,0.9013683820526076,1.121754286263895,0.9001059658959968,1751912816.856873,20,20,4,
-0.16369253111092227,0.08912771603972179,-0.09113923340797003,-0.20111102290942826,0.21065719126058363,-0.22410045225643874,0.09082232979367348,0.039202067452441224,-0.4295367678733805,0.08982429108446438,0.05046332959560307,0.05937373035586896,-0.29080679936911397,-0.1440818585819121,0.2897311361424359,-0.2054687483781864,0.43479936772614564,0.11645041260005896,0.18422759650464807,-0.05609117203001602,1751912816.906873,20,20,4,
-0.5047341380139164,-0.9730007363585039,-0.9501476898667172,-0.9455172731005248,-0.7909810607899713,-1.1849727455070074,-1.0266139408547796,-0.8575201391560049,-0.9466360356323139,-0.9239144427752716,-1.0459825638442892,-1.2249446232689585,-1.2892915361598263,-1.3131757996520335,-0.7157810136141933,-1.096793714689513,-1.265787881400574,-0.951081903542036,-0.8311749686174171,-0.8771339707977168,1751912816.9568732,20,20,4,
-0.23334993955558866,0.17213672011914868,-0.23202152217799138,-0.09604796676399219,-0.01579499888504777,0.07789545631540888,-0.10156656408025425,-0.47520790992962986,-0.08842276767839093,0.0015424611300743722,-0.17502312130899628,-0.09808379436770871,0.10772326399564806,-0.13016907165824643,-0.14054296513800776,-0.08714267737271175,-0.48493302179685815,-0.1959540136930578,-0.19806179584261982,-0.15127928025063792,1751912817.0068731,20,20,4,
0.9369678514603632,0.664522078401579,1.2888898050181423,1.3509729956853325,0.8701356830457172,1.0364439804678354,1.0930114142835397,1.0307443604918098,0.7818407218050214,1.26715599615543,1.0037681645980865,1.0094783715304168,0.8635775806403736,0.5236384676612831,0.9758792818818479,0.5783147700295275,1.098107042655141,0.9327224401235302,1.2003371080136889,0.8260849494153859,1751912817.056873,20,20,4,
0.07775747147924082,-0.3680191267601353,0.17336569781193015,-0.1772688230216099,0.07981615014329439,0.06282596412306692,0.10660098654995949,-0.010480059248796615,0.09569338253597198,-0.3484036932061296,-0.31857944817006584,-0.022575618100200652,0.1582088001564372,-0.1218512550252841,0.0588173193223548,0.20082429958498338,-0.08987005251326996,-0.15028902040207565,-0.3438648263664409,0.4097230890959627,1751912817.106873,20,20,4,
-1.0240118239012692,-1.2455935939569338,-0.980333913142812,-1.2295084003222656,-0.6985711700064434,-1.2173400016498774,-1.0650516768571208,-0.7596668857009116,-0.7407625028804976,-1.2069088870223839,-1.2111110543466832,-1.0797843638830835,-1.3767808771617764,-0.805368242265567,-1.0470986472597372,-0.9751063855699333,-0.8667618582823229,-1.0999090459598757,-1.256223894180239,-1.0971996685658971,1751912817.156873,20,20,4,
-0.03566929087644224,0.14494613794431538,-0.2949478359162977,-0.16780737798854514,0.20687048126773996,0.052607754025029235,0.20219366706797764,-0.49586318377802646,-0.1598787443706285,-0.0848966939350535,-0.16423485685506803,0.009702677942317994,-0.130203951864338,-0.006089711588156231,0.1483634841318131,0.15554683745858086,-0.010431268685067335,-0.029119698518935457,0.17685857097021968,-0.21584109662475673,1751912817.2068732,20,20,4,
0.645573207866329,0.9216814507199302,1.00293772350254,1.1072553586113836,1.0312977968197723,1.0940051381027964,0.8132852932366932,1.24520213200368,1.23246165757274,0.7304114091731129,1.1343040133969158,1.068441785085448,1.0432375710344162,0.9535914267560913,0.9533762538308823,1.0133168895824671,1.0862064773010673,0.8491029925860596,1.1725451909456583,1.3145262981616759,1751912817.2568731,20,20,4,
0.5059806964923657,0.0639674372635462,-0.12895815322950424,-0.27989467573208493,0.08698921326945802,-0.1739208980715864,-0.09829128278807833,-0.11188301193718461,-0.33429556030236635,0.16927591097097186,-0.11332061644303242,-0.09004197224388368,-0.05958830741138892,-0.13732737860897995,-0.008201675674556078,-0.014914840849934724,-0.10931643614936053,-0.027135916456068932,-0.15084209408322508,0.06824456637279867,1751912817.306873,20,20,4,
-1.164365630649074,-0.6859617175777719,-1.0853986503314714,-0.7120119495774606,-0.9630259539521794,-1.1476905607331027,-0.6874338923983992,-0.9749020181495758,-1.046942219352697,-1.274119093840267,-1.1842833577467053,-1.0987698069636607,-0.9453218492728154,-0.696997138891168,-0.5879564709232412,-1.1990244349365895,-0.8904223062401666,-0.9894975273068319,-0.928888951589895,-0.7387186887732662,1751912817.356873,20,20,4,
-0.13022180927123445,-0.10054854364102099,0.08823537964531988,0.055660074489697384,-0.3402701739438545,-0.27076434894431617,-0.1394992145958215,-0.15459873126155152,0.2973882510263172,0.4311571775559552,-0.02071477166687078,-0.09374892745309855,-0.06946495614893003,0.07254841568892319,-0.14934196421515628,0.1364249797279059,0.1356317523577738,0.503776434777829,0.0007227317943262355,0.13160819933493678,1751912817.406873,20,20,4,
0.745782244762848,1.2745746500606978,1.0383470179162348,1.0175715903157092,1.1633512896096259,1.0944826783766066,1.0161626197674396,0.6577490000742239,1.027426620627766,1.3108303968711428,1.104842208315405,0.9909836082816563,1.2357265079000572,1.1875389369745672,0.8181880609254301,1.0946927641143318,0.9361563775142103,1.0509460051541568,1.1531819601547155,0.8770584839379735,1751912817.4568732,20,20,4,
0.4647722766767529,0.269418142217052,-0.022469321570218966,0.16181518278175835,-0.06979730180977907,-0.03487044856025983,-0.12636400427450636,-0.026197146631177747,-0.2576862735387588,0.22468947289851485,0.058453329904577356,0.2846250913554579,-0.042795811238595195,0.1590607956780579,-0.034354976855519796,0.08418418681844252,0.39579411813816173,-0.29744113081285634,0.03526773393407629,-0.23860146983146366,1751912817.5068731,20,20,4,A
-1.0446266438217722,-1.123674483526235,-1.1278797863302459,-1.208902970178034,-0.9463215562798009,-0.9946999541568585,-0.8623703259718067,-1.2429732064661638,-0.8517723265443695,-1.0359064005161227,-0.8419039319619153,-1.5978463898303028,-1.0472167355711153,-0.7410303195863419,-1.512225290734615,-0.8842027446324506,-1.1833885318738429,-1.2480090555340917,-0.880463425486991,-0.9701160688417994,1751912817.556873,20,20,4,
0.01670042223377808,-0.2645080837322811,0.31071772237222517,-0.11727975636134207,0.2309675769554695,-0.044694555469642405,0.10859633553145848,0.037313370999441355,0.07064839076790443,0.3076971786909555,0.025775138012643306,0.13590540550553143,-0.04184489154139257,0.10863059405269597,0.038784838393568825,0.1270040829723699,-0.1451313302158071,-0.13078446090679896,-0.22054460817200885,0.15730802501442948,1751912817.606873,20,20,4,
1.0115444869641368,1.0415213500426055,0.7109658648505961,0.7685805424272019,0.9065410057924731,0.9634204300532895,1.402082875000299,1.3183616263799713,0.8585476032229244,0.7678828103787159,0.6433594037909025,1.3997539988851888,1.1098866960453984,0.9516466626726253,0.9001139118395377,0.60385835119273,1.200061512832086,0.671013314654012,0.9022361775696187,0.9469120291164148,1751912817.656873,20,20,4,
-0.02962311373821085,-0.09542539924879387,-0.16841749656783792,-0.10956771089630733,0.21490277886976394,0.03584215809428529,0.2390816535529975,0.11147314674000683,0.06077890377321475,-0.38023759636497834,-0.060800664456845906,-0.02675483388135161,-0.045541875532284996,-0.08775457562127777,-0.1571953985723985,0.2199255555641489,-0.1977493388663113,-0.23675666784508467,0.06896853150876599,-0.39882447338911053,1751912817.7068732,20,20,4,
-1.0352022167604282,-1.0793877600635426,-0.996582824813046,-1.094844733096906,-1.03689213323827,-1.0470906546626664,-1.0843665537477454,-1.0919772192571642,-1.0126213790127025,-0.7768254269171828,-1.2031651088010609,-0.7472629404392687,-1.2494414126977789,-1.0768858570120066,-1.063064887369795,-0.647431436351138,-0.6935728405768785,-1.1623417516955716,-1.3757339999168547,-0.9427183630348887,1751912817.7568731,20,20,4,
0.14116648055740003,-0.3017999911041708,0.34669472260991796,-0.3333441845073417,0.00456851284915766,-0.1088476674610783,-0.18360672754604085,-0.31039456778587565,-0.13188142267908473,0.22594795102609389,-0.04643390402416934,0.27594032457585793,-0.0840795017303535,0.1901629932386479,0.08787718445129689,-0.11178213377755448,-0.5041078992183354,-0.04755955552747368,0.17306938807540137,0.27854537244446215,1751912817.806873,20,20,4,
