ch1_seno,ch1_complexo,ch2_seno,ch2_complexo,ch3_seno,ch3_complexo,ch4_seno,ch4_complexo,timestamp
0.0,-0.09186671970273835,0.0,-0.09304739772062846,0.0,-0.15498516751043656,0.0,-0.3276070041376327,0.0
0.12533323356430426,0.08143985849116053,0.2486898871648548,-0.17460895614753286,0.3681245526846779,0.33536615080064947,0.4817536741017153,0.45303679686252313,0.004
0.2486898871648548,0.5783032252085618,0.4817536741017153,0.7838174064091482,0.6845471059286886,0.664123709286039,0.8443279255020151,0.5199762008477732,0.008
0.368124552684678,0.7367975214358529,0.6845471059286887,1.0242546922310054,0.9048270524660196,1.091708244216867,0.9980267284282716,0.9517351301375447,0.012
0.4817536741017153,1.054182833432808,0.8443279255020151,0.7860138575192765,0.9980267284282716,0.7808856460575403,0.9048270524660195,1.0761193654173002,0.016
0.5877852522924731,0.7739580989970019,0.9510565162951535,0.923664331395937,0.9510565162951536,0.8112423753616953,0.5877852522924732,0.7209502020675038,0.02
0.6845471059286887,0.9670224449409626,0.9980267284282716,0.7788746082524268,0.7705132427757893,0.9227314505542366,0.1253332335643041,0.8034584161764697,0.024
0.7705132427757893,0.24251923678215137,0.9822872507286887,0.7185498516762084,0.4817536741017156,0.4165032515793533,-0.3681245526846779,0.5407475716553548,0.028
0.8443279255020151,0.4499645459269054,0.9048270524660195,0.2360483684894928,0.12533323356430454,0.839046802715606,-0.7705132427757894,0.43727943826346993,0.032
0.9048270524660196,0.5705442553023364,0.7705132427757893,0.24663414331885025,-0.24868988716485502,0.30685942405015176,-0.9822872507286887,0.5229369198511159,0.036000000000000004
0.9510565162951535,0.7878374446815046,0.5877852522924732,0.5035398876888991,-0.587785252292473,0.8047174429254838,-0.9510565162951536,0.4415077429087694,0.04
0.9822872507286886,0.624887579954954,0.36812455268467814,0.37510204699364763,-0.8443279255020147,0.3825971091427249,-0.684547105928689,0.6609048759509715,0.044
0.9980267284282716,0.789930877687026,0.1253332335643041,0.8386892536068793,-0.9822872507286887,0.7890271574805499,-0.2486898871648545,0.9386994589307244,0.048
0.9980267284282716,1.3226789460842951,-0.12533323356430429,1.2950672691041034,-0.9822872507286887,0.5416281051660784,0.24868988716485488,1.1655714462643623,0.052000000000000005
0.9822872507286887,1.4801438793396713,-0.3681245526846779,1.3376140847595877,-0.8443279255020155,1.0295628636520195,0.6845471059286886,1.5099806569171526,0.056
0.9510565162951536,1.350421064812247,-0.587785252292473,1.6889313489121007,-0.587785252292474,1.425509671318145,0.9510565162951535,1.0144704067374415,0.06
0.9048270524660195,1.1869812413367904,-0.7705132427757894,1.1383067357917793,-0.24868988716485535,1.2191233887662674,0.9822872507286886,1.3898070595794083,0.064
0.844327925502015,1.3164620600203472,-0.9048270524660198,1.0497269094625867,0.12533323356430418,1.2828375449770488,0.7705132427757886,1.288062644042459,0.068
0.7705132427757893,0.8885077235782314,-0.9822872507286887,0.6527886942619128,0.48175367410171566,0.8826538565769646,0.368124552684678,0.9815110423418807,0.07200000000000001
0.6845471059286888,0.9299927385313516,-0.9980267284282716,0.6537645810854564,0.7705132427757887,0.23061214464645863,-0.12533323356430318,0.6826350364557894,0.076
0.5877852522924732,0.29769237733376774,-0.9510565162951536,0.22509974487737056,0.9510565162951535,0.3425880384709921,-0.5877852522924728,0.313583667972594,0.08
0.4817536741017152,-0.12636633682389747,-0.844327925502015,-0.043862049747067006,0.9980267284282716,-0.6137761708518144,-0.9048270524660197,0.21989835196917293,0.084
0.36812455268467814,-0.2565683446157809,-0.684547105928689,-0.05881966670822379,0.90482705246602,-0.6545596391281762,-0.9980267284282716,-0.17194685682910638,0.088
0.24868988716485482,0.086258548359651,-0.4817536741017153,-0.3259291354880578,0.6845471059286897,-0.3523375898708392,-0.8443279255020152,0.1296549757865573,0.092
0.1253332335643041,-0.11296493677842401,-0.2486898871648545,0.05109562746150614,0.368124552684678,-0.15396061104282388,-0.48175367410171477,-0.03176682607525383,0.096
1.2246467991473532e-16,0.1798320979051301,-2.4492935982947064e-16,0.11436049530475757,3.6739403974420594e-16,0.3914103700788628,-4.898587196589413e-16,0.06324023305184048,0.1
-0.12533323356430429,0.23398936725565941,0.24868988716485488,-0.09249487197867717,-0.36812455268467725,0.05375212339915569,0.48175367410171543,-0.5134439496673573,0.10400000000000001
-0.24868988716485457,0.11156245064296838,0.4817536741017149,0.10581610782793734,-0.6845471059286878,0.5051175308580158,0.8443279255020146,0.24694795526335694,0.108
-0.3681245526846779,0.016780124469571833,0.6845471059286886,0.40909138787107713,-0.9048270524660189,0.23429353324279156,0.9980267284282716,-0.10410000114685108,0.112
-0.4817536741017154,0.05601825009400917,0.8443279255020152,-0.34368087012582516,-0.9980267284282716,-0.2277630261089464,0.9048270524660194,-0.24991703302924495,0.116
-0.587785252292473,-0.22354041249064543,0.9510565162951535,-0.2299163970285794,-0.9510565162951543,-0.17379103885446284,0.5877852522924736,-0.19407429848090668,0.12
-0.6845471059286887,-0.5373362740675873,0.9980267284282716,-1.043651396608787,-0.7705132427757898,-0.5614420648920004,0.12533323356430415,-0.5009983405357428,0.124
