ch1,ch2,ch3,ch4,ch5,lsl_timestamp,frequencia,num_canais,repeticao,marker
0.15050847312845592,0.047647625561336705,0.20144306121340239,-0.006650825353904758,0.23242979719197293,1751912628.716478,20,5,3,C
1.5664611317297654,1.2415406926025654,1.1574137060812366,1.2878980407222809,1.0448806599474394,1751912628.766478,20,5,3,
-0.2834644926278546,0.1453166450304205,-0.16398798046322943,0.20731306472022615,-0.07433563520432099,1751912628.816478,20,5,3,
-0.8786208740477965,-0.9192254554634823,-1.2010470172380057,-1.0916496944152203,-0.8516890831093182,1751912628.8664782,20,5,3,
0.12131361409682699,-0.12100864414777018,-0.2673975926806515,0.06461940210418549,-0.35944235360481874,1751912628.9164782,20,5,3,
0.9555711717391657,0.8191221318042434,1.5545138311409386,0.9930251074138695,0.9713238689089848,1751912628.966478,20,5,3,
0.03166828411210228,-0.39339783156918273,0.023900675871734008,0.011723118785027548,-0.010317880242706256,1751912629.016478,20,5,3,
-1.0430497782969779,-0.9450353422030142,-1.0939468141441957,-1.0732418618097799,-1.1863025324556824,1751912629.066478,20,5,3,
0.13212806956941875,-0.010049599940535043,0.07274966956193094,0.0002675848545304378,0.04311032777882093,1751912629.1164782,20,5,3,
0.8274738154457124,0.7198009769783629,0.6879977251341506,0.8378322696843118,0.9854510865390268,1751912629.1664782,20,5,3,
0.241898452777537,-0.04250151016711831,0.08659233441306385,0.23478481036424614,-0.15533744005276778,1751912629.216478,20,5,3,
-1.09344618664632,-0.9131970840775273,-1.1411388856344795,-1.2620363624043058,-1.1010004786488266,1751912629.266478,20,5,3,
-0.24445870570286557,-0.161693853632744,-0.0354673361138202,0.07137366582647177,-0.03521287743627767,1751912629.316478,20,5,3,
0.9439620403329622,0.7265636397765427,1.0397554685287655,0.8344780396020147,1.192037329520319,1751912629.3664782,20,5,3,
-0.2997378198545603,-0.20064981181761546,0.12174495320852044,0.10984921629487016,0.32613026505828363,1751912629.4164782,20,5,3,A
-1.261880327671035,-0.8200909557554588,-0.7102848400795663,-1.2346304947631643,-1.1269006421434953,1751912629.466478,20,5,3,
0.35570969874391734,-0.0848672308755758,0.07158382498768982,0.31865778859904614,-0.2585214742161738,1751912629.516478,20,5,3,
1.3725262508405867,1.1601764422043106,0.9139088931464608,0.588725976613363,1.0425538606522369,1751912629.566478,20,5,3,
-0.0930835728124663,0.013294856684889363,-0.36949004104684513,0.22245065959484217,0.1274928534887477,1751912629.6164782,20,5,3,
-0.898248731475161,-1.1670117848930068,-1.2120273371687014,-1.2335127445579133,-1.300001728262811,1751912629.6664782,20,5,3,
-0.11500775848088256,0.1280657629744929,-0.10624616299761848,0.2966312497987529,-0.027088293157456245,1751912629.716478,20,5,3,
0.9817080457229287,1.1612583085248862,1.2691302392136776,0.8859016935598389,1.464947215376902,1751912629.766478,20,5,3,
0.342054156968234,-0.2887314974233195,0.0785989857068911,-0.014851389002967435,-0.17156543716433095,1751912629.816478,20,5,3,
-1.0869817389555883,-1.0611120973059691,-1.0322511340286988,-1.1677598409709828,-0.786073839704285,1751912629.8664782,20,5,3,
