ch1,lsl_timestamp,frequencia,num_canais,repeticao
0.3406252027715242,1751660702.3851357,2000,1,3
0.45998446947131333,1751660702.3856356,2000,1,3
0.4241192242292737,1751660702.3861356,2000,1,3
0.22989312086485522,1751660702.3866355,2000,1,3
0.1175614936494579,1751660702.3871357,2000,1,3
0.1769587361542114,1751660702.3876357,2000,1,3
0.40841258776981604,1751660702.3881357,2000,1,3
0.45333227884689775,1751660702.3886356,2000,1,3
0.3069855928211368,1751660702.3891356,2000,1,3
0.6373628535690758,1751660702.3896356,2000,1,3
0.498810845740675,1751660702.3901358,2000,1,3
0.37267573018041156,1751660702.3906357,2000,1,3
0.5359877004240968,1751660702.3911357,2000,1,3
0.4217578134761535,1751660702.3916357,2000,1,3
0.5917566490283087,1751660702.3921356,2000,1,3
0.6977188378985616,1751660702.3926356,2000,1,3
0.7333435984872587,1751660702.3931355,2000,1,3
0.4072754120903288,1751660702.3936357,2000,1,3
1.0770961440512568,1751660702.3941357,2000,1,3
0.7121464592590383,1751660702.3946357,2000,1,3
0.685232056883869,1751660702.3951356,2000,1,3
0.7335574290459221,1751660702.3956356,2000,1,3
1.1249228003126548,1751660702.3961356,2000,1,3
0.3898723404931743,1751660702.3966355,2000,1,3
0.9563717132547911,1751660702.3971357,2000,1,3
0.7703413065000029,1751660702.3976357,2000,1,3
0.9162557109528962,1751660702.3981357,2000,1,3
0.6245500980929598,1751660702.3986356,2000,1,3
0.94900150269185,1751660702.3991356,2000,1,3
1.2757259478062415,1751660702.3996356,2000,1,3
0.8138462924656722,1751660702.4001358,2000,1,3
1.0833259039483225,1751660702.4006357,2000,1,3
1.0433959529526697,1751660702.4011357,2000,1,3
1.2527202493504508,1751660702.4016356,2000,1,3
0.952945495828185,1751660702.4021356,2000,1,3
0.938868017868518,1751660702.4026356,2000,1,3
0.7379124556964964,1751660702.4031355,2000,1,3
0.5998271673998534,1751660702.4036357,2000,1,3
0.877225782918537,1751660702.4041357,2000,1,3
1.0838318846748785,1751660702.4046357,2000,1,3
0.9953371407277405,1751660702.4051356,2000,1,3
0.8772252309605502,1751660702.4056356,2000,1,3
0.6877153634500506,1751660702.4061356,2000,1,3
0.36024395185484703,1751660702.4066358,2000,1,3
0.7729255077210873,1751660702.4071357,2000,1,3
0.7575504866556808,1751660702.4076357,2000,1,3
0.8211990930249143,1751660702.4081357,2000,1,3
0.9524333463748439,1751660702.4086356,2000,1,3
0.8687986851602663,1751660702.4091356,2000,1,3
0.6012205337988594,1751660702.4096355,2000,1,3
1.032506044945302,1751660702.4101357,2000,1,3
0.6567923156192427,1751660702.4106357,2000,1,3
0.39952030876177197,1751660702.4111357,2000,1,3
0.6293484009274212,1751660702.4116356,2000,1,3
0.32452459675048073,1751660702.4121356,2000,1,3
0.4140371529447272,1751660702.4126356,2000,1,3
0.31446744512730024,1751660702.4131358,2000,1,3
0.6263209505257763,1751660702.4136357,2000,1,3
0.665151051750897,1751660702.4141357,2000,1,3
0.4692839940018696,1751660702.4146357,2000,1,3
0.6976897160054593,1751660702.4151356,2000,1,3
0.7250504442126415,1751660702.4156356,2000,1,3
0.3847617478763134,1751660702.4161355,2000,1,3
0.3258459466537221,1751660702.4166358,2000,1,3
0.43710889887916726,1751660702.4171357,2000,1,3
0.029415526140015524,1751660702.4176357,2000,1,3
0.40623747120645426,1751660702.4181356,2000,1,3
0.6345717168750842,1751660702.4186356,2000,1,3
0.5572165034713632,1751660702.4191356,2000,1,3
0.349788717345109,1751660702.4196355,2000,1,3
0.4406776892881614,1751660702.4201357,2000,1,3
0.40839187470648913,1751660702.4206357,2000,1,3
0.7482942202156231,1751660702.4211357,2000,1,3
0.24352858059699534,1751660702.4216356,2000,1,3
0.21387004126699594,1751660702.4221356,2000,1,3
0.22683914323296858,1751660702.4226356,2000,1,3
0.6138753235681613,1751660702.4231358,2000,1,3
0.9057326746008043,1751660702.4236357,2000,1,3
0.22239220090149392,1751660702.4241357,2000,1,3
0.6304532944941438,1751660702.4246356,2000,1,3
0.2065870382785321,1751660702.4251356,2000,1,3
0.5909995803440092,1751660702.4256356,2000,1,3
0.4755366243628408,1751660702.4261355,2000,1,3
0.20503583363914174,1751660702.4266357,2000,1,3
0.5616717165721012,1751660702.4271357,2000,1,3
0.3904934874576598,1751660702.4276357,2000,1,3
