ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,lsl_timestamp,frequencia,num_canais,repeticao
0.007438690361434085,0.08102600449524384,-0.034255171083458484,-0.05004889043204966,0.0034214305295227456,0.1865249385026821,0.09365082586881529,0.17249158036271722,-0.12014263171751965,0.011832092181920573,-0.2803586355636018,0.1328924375424758,-0.02251157187765464,-0.03951503283182995,-0.2886952848980859,1751660647.5441072,200,15,2
0.30678700050292784,0.571841278421141,0.8221149577879471,0.6507585688975738,0.5648359376655823,0.38158245529029267,0.6075792740042303,0.5477376088913339,0.6513536172901637,0.4468052623735482,0.7414243170450369,0.6419292825928027,0.41466664463979247,0.4929558722670188,0.6454403177610035,1751660647.5491073,200,15,2
0.560595847055475,0.8717778559446496,0.7614927138242683,0.9554191893154652,0.8482729629227442,0.9397692483074884,0.926390108806237,0.5118819889749853,0.7752361427394618,0.7810439953759037,0.8875182182527203,1.0059380279307986,0.8613724090742758,1.0095353038955934,0.7527759970656133,1751660647.5541072,200,15,2
1.1883875438335827,1.051799211343135,0.9440583807702577,0.8884251161268303,1.0686706169374252,0.9660824827991312,1.0947267890423555,1.2944584424070247,1.0123593443582517,1.016286610364956,1.0691221400196909,0.9782065762747234,0.7067158442826866,0.9865562419059006,0.7554951475235361,1751660647.5591073,200,15,2
0.8417892729679195,0.978455309785714,1.011567150026907,1.0981700766464064,0.8730608466428051,0.7245722076220954,0.9875476069417436,0.8389402648670006,0.9387489343518542,0.6619674591024752,0.8407129297897025,1.0959925376864885,0.679778986491331,0.9274122555490523,0.8349022139037455,1751660647.5641072,200,15,2
0.4975881030611584,0.39388336599005785,0.6914404083232149,0.8190919018774754,0.5533286980814246,0.8398100532736663,0.48382738981264484,0.8580187430319819,0.3150699549274718,0.7025075782629638,0.6978280085446913,0.897721842719668,0.48936779872183667,0.8321284133215933,0.5887966687956305,1751660647.5691073,200,15,2
0.3883923770894279,0.5422457581439625,0.7846392261046151,0.8937376948892395,0.5248627060068792,0.5612630618924079,0.39562415200415535,0.7535403310224851,0.6251308732078591,0.655928194490605,0.5029410265266407,0.21812565383493,0.4523706213725,0.7360501070628568,0.7749021237969793,1751660647.5741072,200,15,2
0.20123152184127596,0.49089230695098707,0.405969762879279,0.43167154084389436,0.528343706321319,0.25350126101970294,0.5904009305480465,0.8330563709832832,0.5650466526358735,0.6414328772694353,0.268138576626777,0.4217211970417043,0.6222331934383005,0.43783650022820064,0.5831473990522293,1751660647.5791073,200,15,2
0.5477564730406461,0.3715215718762697,0.5060847685079481,0.40396937928041216,0.7118755363260056,0.2766117295849513,0.7774903036181461,0.4191846915195846,0.5573876389291353,0.37855063831073227,0.7705466136524086,0.4643856445578671,0.17012377176993498,0.5708295079099329,0.24733970911480885,1751660647.5841072,200,15,2
0.9101351129357387,0.7300454618498015,0.531504108533331,0.5352400457118673,0.3653883695647915,0.6616353879507799,0.572745550781353,0.8636828976048181,0.2768023955107781,1.1523369870207087,0.7552599991694895,0.9364166890179386,0.3881979517915262,0.4895940062608596,0.36572214008348475,1751660647.5891073,200,15,2
0.8497870918372255,0.953266859581076,0.9571187237671938,1.3645095882428797,0.5227023790221976,0.9807038339031315,1.1740708074809736,1.0728964456902268,1.0063332068648103,0.9305921383918974,0.5285375615258854,0.9847236123547656,1.0174049879353393,1.0245053179473746,1.0035248011784266,1751660647.5941072,200,15,2
1.4896292643585687,1.1508850581438972,1.3178505660013702,1.368740396677709,1.5397646577825386,1.0836521896545055,1.0582892015964656,1.4714007955948096,1.488785770282763,1.0998456886577008,1.1193289348100892,1.34927470885471,1.3540945395885644,1.0158853566421975,1.543386938464614,1751660647.5991073,200,15,2
1.5639782119831083,1.3107873809374224,1.3555282908615396,1.07422335678263,1.5177262764843193,1.3323708426678285,1.2495427103797072,1.0000662906410462,1.220228740325151,1.0092487499664375,1.9850857331241132,0.9599569864484914,1.8520488376764586,1.3546871746203528,1.5613528482754608,1751660647.6041071,200,15,2
1.3952086599464342,1.325897077285798,1.7970232605934133,1.285570801336794,1.08831945075669,1.2203604434448467,1.2239760556390085,1.3372591021750149,1.482960156812846,1.298360604964554,1.4380570047017143,1.359683234494967,1.3557722993663055,1.306143308496723,1.5608003465125204,1751660647.6091073,200,15,2
0.678894562591988,0.7959881118744547,1.1564999763305612,1.073970559298941,1.1362362782656434,0.9923934755870307,1.163620240711542,1.0639965768519106,1.2433412714588707,1.273198979530035,0.8256079063673509,1.0481682491163684,0.8708803244843676,1.2871989350783386,1.3673640015743982,1751660647.6141071,200,15,2
0.7767216487920159,0.3307161259711741,0.634170073122612,0.4437773642827994,0.4265927078615924,0.8186710368770611,0.5821655382587547,0.7979780580222267,0.7480711092361807,0.5099490028943787,0.5079349125915154,0.3401089492429703,0.7120725134369259,0.9545287872592197,0.6705092729885834,1751660647.6191072,200,15,2
0.6283365424000735,0.4100830576299323,0.47406552741301317,0.026961196924562447,0.44855344780022177,0.2991708480480178,0.05968102704262501,-0.1935584072906103,0.35720346433205913,0.35255207891978485,0.43118684333282564,0.21760709495023978,0.2772117950468585,0.6812596245117923,0.6219367086841134,1751660647.6241071,200,15,2
0.4540662805239979,-0.07926927853680012,-0.05854567115840805,-0.03960981023516022,-0.05536266575166963,0.10148755079463351,-0.0948177031796073,-0.04476462859463061,-0.21242871719447676,-0.0509634735947126,-0.1285148198176842,-0.23352659345269058,-0.04836067406415519,0.2825217077499416,0.2853962024355401,1751660647.6291072,200,15,2
-0.19959635920175384,-0.47099734597446413,-0.0885379607908492,-0.2177019963177933,-0.16076380837957183,-0.3830291035124625,0.08316302408573728,-0.23156140536922654,-0.33026272156690994,-0.24983238071074804,-0.10961095415919292,-0.10893456683961047,-0.10282694874175373,-0.4073710725932236,-0.7813077477480928,1751660647.634107,200,15,2
0.023455250065150313,0.2538092886541252,-0.2072000723135824,-0.3946649494933031,-0.3047876132313152,-0.07173025870052846,-0.13491327584049712,0.1487597214461123,0.18890069351653557,-0.4882657753911991,0.054646955275203524,0.07956288985957374,-0.12717913970573305,-0.11487453754516519,0.13172116181601987,1751660647.6391072,200,15,2
-0.08036789452621773,-0.15293252120189427,0.03855269423774617,-0.15512747989325662,0.10311439648277347,-0.032135861976240444,-0.12546661342432253,0.24724752191531194,-0.5709891138516554,-0.10831167215252954,-0.14726448483227325,-0.04512757948225919,0.13566420884234848,0.4887947831210305,-0.042578414629735196,1751660647.644107,200,15,2
0.20736712798242668,0.5928637830653134,0.33008221176176766,-0.017472948592521576,0.7171917028037517,0.0910224449193634,0.21584922419273506,0.2688781860531544,0.07622594818714676,0.09987449556613395,-0.12304697528428205,0.09584547816248173,0.03316544557700364,0.3232815942917376,-0.133746642164344,1751660647.6491072,200,15,2
0.3821838592595949,0.42894691605247154,0.31958359231088856,0.4296635337325586,0.01349889186264533,0.49041190976821325,0.18141452500545457,-0.0322885789317337,0.2198896025110007,0.15293399606922262,0.21012659932264846,0.39125531821619763,0.43679753914658453,-0.31165301960073893,0.32679310614942086,1751660647.654107,200,15,2
0.039840538898594804,-0.13639702483891625,0.4388567832004355,-0.22579608220880923,-0.10993531562181788,0.03146632018021946,-0.13759890923975712,-0.20052857522696096,-0.0440826058822613,-0.06035915721031902,-0.05926899589162998,-0.04185253899274066,0.2672101620368608,-0.23597099891159123,-0.07347670870670518,1751660647.6591072,200,15,2
-0.344135001597232,-0.3196698054422442,-0.11295637187798446,-0.3124174843492366,-0.6524460520123831,-0.4912462444383361,-0.18124658119183534,-0.08784821512509774,-0.11435814205557712,-0.47719621770881215,-0.278276227283507,-0.45058858212000563,-0.23345534636255985,-0.2081083313639681,-0.2850929222058313,1751660647.664107,200,15,2
-0.5103195073042315,-0.6252464089331404,-0.7292594756022733,-0.4589533778207333,-0.39975640507123755,-1.0433006219953378,-0.49755343495432003,-0.5894955605427317,-0.7719626110879744,-0.7972962407448083,-0.9994551631205826,-0.6032819503506905,-0.7998505675411574,-0.6087754353101067,-0.803960078133657,1751660647.6691072,200,15,2
-1.17024748689359,-1.1766865911940187,-1.215720545930623,-1.0406470281538456,-0.8863536412170789,-1.0144089870387565,-1.1432481195421476,-0.828970643515083,-1.0156748802603277,-1.1000655520626441,-1.215413081059462,-1.3939447163291958,-1.372990412267579,-0.9443141555935466,-0.834867874719311,1751660647.6741073,200,15,2
-0.9583258540660977,-1.2508980283903322,-1.4082996028154273,-1.394685946229451,-1.5136470202040588,-1.417602487952794,-1.1365259387788575,-1.423939435819635,-1.5510714948442401,-1.2060582797622708,-1.6657132106302388,-1.3697750843020562,-1.5891080720079416,-1.2321476613612885,-1.3589866442974945,1751660647.6791072,200,15,2
-1.3200866638173012,-1.5631398725839158,-1.7802458253121258,-1.5316177563102387,-1.3139863988310811,-1.5627157841925843,-1.2671194424368761,-1.422626468361758,-0.8633238697080637,-1.2516285526350848,-1.166003572345253,-1.7433455528803063,-1.2643206241941907,-1.6356458265200189,-1.4081602713819152,1751660647.6841073,200,15,2
-1.5159813406806923,-1.441413051898581,-1.422940641821554,-1.445879115654689,-1.113260475820192,-1.296623143624739,-1.711361906118734,-1.167564940394077,-1.4130257532799617,-1.1245610400007482,-1.3686408503667349,-1.4770378656551872,-1.1447175127509313,-1.4765339738646128,-1.1119387232606406,1751660647.6891072,200,15,2
-1.045314449881817,-0.9974427512064112,-0.8938224446423605,-0.7630664215648928,-0.6577934674910535,-0.8694869777709314,-1.1643990074753643,-1.169506737994849,-0.8638409918450298,-0.9695338533442557,-1.132450461476171,-1.2101448541928668,-1.0808740237996692,-1.0174998088121647,-1.2169742678854998,1751660647.6941073,200,15,2
-0.7528520113861138,-1.1258480346608937,-0.5239162837143905,-0.7355540679960885,-0.8058065984558083,-0.9779222118196658,-0.822744254915079,-0.9317391029238096,-0.8146813210846402,-0.7639177506114658,-0.8721311573587429,-0.3412560225939432,-0.36216155364955627,-0.7242616811917472,-0.5027743238645995,1751660647.6991072,200,15,2
-0.6009028095237082,-0.8547829599750096,-0.624349461593309,-0.6691270190667109,-0.615580054261466,-0.07616515974683852,-0.26052518015876397,-0.7224858115299744,-0.40607544504159787,-0.44914422131370046,-0.5317842844152936,-0.2936136567785805,-0.7304456380130361,-0.45969207037597815,-0.5175613549818536,1751660647.7041073,200,15,2
-0.2644605190728293,-0.40078012825411424,-0.12228518054498067,-0.4679989878675228,-0.6614187313434118,-0.3541575159506378,-0.44437868921964113,-0.4526510372609179,-0.2794498484729552,-0.27574202005776954,-0.6409518410236382,-0.31118667102345365,-0.2834206248020914,-0.20766311829235834,-0.5096623631265874,1751660647.7091072,200,15,2
