ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,lsl_timestamp,frequencia,num_canais,repeticao
0.182184076196634,-0.22572809721653828,-0.19123583909749092,0.02447585365291745,0.08419929809037378,-0.16397640531090374,-0.2775191960680554,-0.5345249408473524,0.060806899618634495,-0.13690598415893512,1751660631.5538402,200,10,3
0.5425205900797918,-0.03579899517135998,0.449908819926487,0.42481922428193125,0.5438128268409607,0.5859549344485384,0.41571786156061896,0.29606716383144305,0.746813975334258,0.6280375982935259,1751660631.5588403,200,10,3
0.9052140431908275,0.7464309426841139,0.8320840688552195,0.9670161424966044,0.7108908273832081,0.9015783588317697,0.7333739729313957,0.8699288315831035,0.41349146251541125,0.7477907816722645,1751660631.5638402,200,10,3
1.1765093726520566,0.9532980262388574,0.8570959329909487,0.9391189226763292,1.017176371174965,1.2252809305965742,0.5346900329419573,0.8325475524153789,0.895428541711429,0.9724537288973865,1751660631.5688403,200,10,3
0.9194481900450477,1.0323384955828308,0.7382102885695782,0.8886773742983869,0.7170186819222459,0.9514186534217733,0.8452208785560347,0.9049960269880306,0.827970920881676,0.7683716725451605,1751660631.5738401,200,10,3
1.0277231181871709,1.231810028741747,0.6706936181996838,0.27925564216244336,0.5358018760411288,0.8999911405278419,0.6461841677300578,0.8649085704066046,0.43270118086580395,0.6133277232840476,1751660631.5788403,200,10,3
0.6449575818350176,0.511609885715413,0.5501027420957493,0.5817355229420926,0.5477289617918385,0.1782607308010407,0.41559735267479186,0.5334023360152951,0.44381220435304314,0.7954798774114749,1751660631.5838401,200,10,3
0.3440101816044677,0.09221012295520375,0.7894182295949337,0.20827736235614402,0.29323467074128595,0.47114063542466206,0.37827768284179114,0.26203897297874246,0.7865427588431961,0.45756758067155445,1751660631.5888402,200,10,3
0.4472486957664955,0.6219405250044824,0.1937192597817065,0.5092080030249397,0.10348999864120545,0.2317317830109331,0.49778840929715557,0.5003297537441713,0.1865289268099366,0.22728193261920296,1751660631.5938401,200,10,3
0.9303469273250099,0.7866312466579395,0.9147787910063808,0.9701831684527671,0.6648599542455502,0.7270299231479203,0.6726911960124792,1.1503071930752355,0.5890875352772983,1.1035074912513152,1751660631.5988402,200,10,3
0.8808870646971192,0.7625985142852262,0.8299375634005662,0.8449090224097715,0.8579922481889677,0.7064483339711687,1.106751198839884,1.0820795811374906,0.874104010113733,1.2253553911660577,1751660631.60384,200,10,3
0.9556193347208879,1.348396717891196,1.4134995614276995,1.5509982778880815,1.4727941799826698,1.091031704343466,1.0097905423746314,1.0635518232317904,1.2627903414892283,1.4770483398260388,1751660631.6088402,200,10,3
1.5777747535299886,1.7610624863897848,1.6031448537654434,1.8579809411521868,1.4061784139647984,1.5476867816117734,1.375643923691927,1.6521992206709655,1.2041426911498878,1.3043017350120567,1751660631.61384,200,10,3
1.4319989176399626,1.6776209094219643,1.1857253709035676,0.9692990064672635,1.2499397254636981,1.4007108929222158,1.4753326738792598,1.55394533378328,1.2856114843128505,1.31275734937393,1751660631.6188402,200,10,3
0.9725735135525992,1.1426075773767805,1.2784171425431134,1.0760014605806483,1.353658883367991,1.2143906186496376,1.2002866669031922,1.1108565322141133,1.4221045635612264,1.232268754546012,1751660631.62384,200,10,3
0.5402732928093341,0.7200522734250938,0.8417927931608616,0.4577551672045144,0.7625632095592065,1.058912531487382,0.9087357531414918,1.046856825633461,0.31589216597794156,0.9035858557377855,1751660631.6288402,200,10,3
0.14930556375144438,0.2041266866592071,0.45774925754371176,0.4643368488189781,0.0879762293145468,0.09549455777940671,0.5877316039389182,-0.18676786563998599,0.35442432289964443,0.13922737339209162,1751660631.63384,200,10,3
-0.38234613358599207,-0.1961697477167182,0.3167275690921847,-0.20112383880379583,0.18924115853931084,0.18880105614326104,-0.15837963795298143,0.09828798485524025,0.07691910703213123,0.017512743109598633,1751660631.6388402,200,10,3
0.28903305613450386,-0.37885100017961715,0.03674399642313944,0.3633977716266579,-0.23509399638417183,-0.25227166739994156,-0.6188168858832839,-0.3734967509363085,-0.07003861855428051,-0.07928398582527667,1751660631.64384,200,10,3
-0.13956671052560227,0.2761797478571901,-0.3842688546755054,0.09104079552528191,0.09880820388364484,-0.2347796285348572,-0.24633118033843732,0.08739055301083606,-0.023647017899726966,-0.007007352280337831,1751660631.6488402,200,10,3
-0.00029070691240275627,-0.11900136494196271,-0.23153165831632275,0.17248856976496255,-0.1226231557783164,-0.18285900287931145,-0.07924127090945328,-0.21770842152260594,-0.20359611080792325,-0.1864833429743343,1751660631.65384,200,10,3
0.16410395859896226,0.5076462747424684,0.14526736390208023,0.41033280603980393,0.12578410667901357,0.12379302803520245,0.12345972143702943,-0.05465485657610322,-0.0883251423302811,-0.09541412673761934,1751660631.6588402,200,10,3
-0.10519466047955217,0.373872897650364,0.05582352810119291,0.33673636272000695,0.3097248267456061,0.26052052328915115,-0.07481532641594094,0.19457503372016266,-0.12528936100628946,0.2546922383332618,1751660631.66384,200,10,3
-0.022656636528818615,0.42496179329449807,0.23717926407115178,0.1891533893050563,0.21299014050096515,0.21339074288820317,0.11906460774411788,0.021212618197793142,0.10785170251001125,0.13527386170271583,1751660631.6688402,200,10,3
0.008500178323621599,-0.20715343205180498,-0.4450197739273354,-0.19808420067214716,0.09264488560686424,-0.39687427866558517,-0.5531646909444909,-0.4524480021073899,-0.12299843225894153,-0.5176945547167559,1751660631.67384,200,10,3
-0.6714636847127186,-0.7466690316773724,-0.6377477731502438,-0.6887929492873515,-0.5590431806781027,-0.4069922558110547,-0.3798112652433427,-0.605139336100055,-0.8208802507276739,-0.5469703020004273,1751660631.6788402,200,10,3
-0.8332102832628092,-1.053753305779221,-1.2479123971611392,-1.1847622242799634,-1.1981963307117225,-0.6764733718814788,-0.9330892970649743,-1.4390885333153711,-1.2060491815042778,-0.8171010526730655,1751660631.6838403,200,10,3
-1.294980812730571,-1.802800347271936,-1.3012932893530773,-0.9887138408913859,-1.58165249607949,-1.3250569009058322,-1.5485540029915084,-1.2771535562073257,-1.1267531790281031,-1.4448878418936488,1751660631.6888402,200,10,3
-1.3746153964486951,-1.0878181513755039,-1.2709313412090908,-1.3405696150612072,-1.4913898725578965,-1.3932658864186658,-1.4244935959303457,-1.6135397812462762,-1.7320374517345756,-1.6186095645953609,1751660631.6938403,200,10,3
-1.4149429743898287,-1.348321768896896,-1.122116726928115,-1.3620886254181142,-1.4227388999543007,-1.228712058014777,-1.0051581637502194,-1.2696846997002256,-1.2190795061497153,-1.4728296611762095,1751660631.6988401,200,10,3
-1.2841687770981265,-1.0998098796423172,-0.9969924469196155,-0.8772733100942767,-0.5387938169586013,-1.088996606388227,-1.14482643389852,-1.2530338725703536,-1.1504212426495333,-1.0048504989119413,1751660631.7038403,200,10,3
-1.1494651277828576,-0.8584072035552128,-0.6514356973842508,-0.8158583537469013,-0.6463633692232678,-0.9887252551805175,-0.8173453782638385,-0.6873113705216239,-0.8267122346127336,-0.5793086874046606,1751660631.7088401,200,10,3
-0.6397532756922216,-0.3062187784627629,-0.6667378285743196,-0.3752517623290991,-0.6421342165835924,-0.09683929800863939,-0.31540919440349646,-0.6566060441496668,-0.3901775638603042,-0.4514100497396564,1751660631.7138402,200,10,3
