ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,lsl_timestamp,frequencia,num_canais,repeticao,marker
0.025214736962033076,0.036480695460323224,0.08470162382223233,0.14068129007921176,-0.29351770107448977,-0.1300220922123628,0.060075694459856936,-0.13135759452055104,0.15169338330715734,-0.116778602805277,0.14101643121565735,0.012966809723504377,-0.09277905885068818,-0.09884489038787717,0.0789575842863921,1751913769.5129704,200,15,3,C
0.7333772888790804,0.5794714041061351,0.44059776145543866,0.6557858994875634,0.6751417010305052,0.35973612937512756,0.3619483515818171,0.3576947602041767,0.37594925033498044,0.4307937596480364,0.5123466528352425,0.39428615297785613,0.5905245293541799,0.2797945553112883,0.00038492547682555944,1751913769.5179706,200,15,3,
1.095611464596254,0.5944909722009949,0.7243115323232777,0.6137045148291088,0.8783357133268567,0.48942765309213304,0.8953862306020162,0.6648223951143786,0.3628411764115019,0.6772400623848894,0.8660033412286088,1.032260891620329,0.5670481710219251,0.6978647957993606,0.5002561794611844,1751913769.5229704,200,15,3,
0.8844009563948229,0.8382163579860759,0.9308675217393138,0.7795699015388778,1.1003637925953695,0.6770579422335996,1.334502636602397,0.6082715895086871,0.5229240692853783,0.7026955454797379,0.5811848331457021,0.9143136742232267,0.9245111324922567,1.0124108920503534,1.2301035171313184,1751913769.5279706,200,15,3,
0.699616609044844,0.9467489790250618,1.1349280876150782,0.7862665625878784,0.669214002400809,0.8479206087766142,0.9796462365833887,1.3643515758612716,0.7160103250003095,1.0380613954930875,0.8002875882523438,1.005277006284684,0.9968616514538152,0.878012658681977,0.7918367210637873,1751913769.5329704,200,15,3,
0.47515274785321954,1.008436142456885,1.0689487700607776,0.7825963880490514,0.38988533252311536,0.5184365503190554,0.8264779365219804,0.7565363615901035,0.6298767145075341,0.15345332782861398,0.518892168945121,0.967804571455258,0.4746418761984359,0.5857682097685519,0.6704949675753252,1751913769.5379705,200,15,3,
0.5288425611291799,0.10634149814327831,0.6793437073064805,0.5369860259055612,0.5308520037322882,0.2458464077880969,0.6100534310566961,0.6642912340216272,0.3816361096894382,0.36372004011596415,0.6533548730587412,0.21315732412868654,0.4552324965463179,0.11342699107096249,0.8404858520307399,1751913769.5429704,200,15,3,
0.4129321363895612,0.37594041688451774,0.24113362163671126,0.17137510408554016,0.7805575680688069,0.47453475959965674,0.18545747822106953,0.5429715207364708,0.44189118122333687,0.36021739024065647,0.43286633169922123,0.606526273300476,0.611692644481979,0.019822241013203123,0.4935789953770289,1751913769.5479705,200,15,3,
-0.008246490895051417,0.6124514045834589,0.28146524687622987,0.5398237929982765,0.5021037086506924,0.5854964639359758,0.3395928532457983,0.17229928116164106,0.40492190747099954,0.39600939502113924,0.32193044455258396,0.6101913072807786,0.7272636064254234,0.46336913754094655,0.4221204878729197,1751913769.5529704,200,15,3,
0.610831748413858,0.6291677980012164,0.6738240477622699,0.7807891402659212,0.7298383035066958,0.4529970335287242,0.7674018992305711,0.5883558720769749,0.700636805884426,0.6959227769676402,0.48192464588339656,0.45062868302703096,0.7073458292785699,0.9206715676103476,0.5263136146890258,1751913769.5579705,200,15,3,
