ch1,ch2,ch3,ch4,ch5,lsl_timestamp,frequencia,num_canais,repeticao
-0.05552265494221668,0.025856390787625763,0.3540478363497339,0.25548268253541323,-0.19232855440550992,1751660383.102796,50,5,3
0.7575511241214993,1.1095835770877425,0.5926769902853419,1.2697573919437373,1.0154780594900157,1751660383.122796,50,5,3
0.30228171237150303,0.6356277639143767,0.6753309785066204,0.3132302794688737,0.413062450916884,1751660383.142796,50,5,3
1.209635418939522,1.5576086618166158,1.5153221672940222,1.4107064823889124,1.6766920942533616,1751660383.162796,50,5,3
0.28964558567071536,0.386784163247628,0.3502871148230403,0.2779100364008664,0.37626017139414114,1751660383.182796,50,5,3
0.002002333700643491,0.2646429906648698,-0.1271595047642032,0.15434600842156396,0.22763918799455002,1751660383.202796,50,5,3
-0.23759813686693868,-0.2790720698807886,-0.014435234713532641,-0.11962794670019011,-0.5096158002948237,1751660383.222796,50,5,3
-1.2483608316664587,-1.440612178733802,-1.2261339653878833,-1.5178115454510106,-1.2433834583580339,1751660383.2427962,50,5,3
-0.6300544424956078,-0.3767094386785703,-0.12004946210839734,-0.8449797023666219,-0.7329308318720307,1751660383.2627962,50,5,3
-1.1472822945726602,-0.6331827714609928,-0.7626055866037085,-1.0716335388838913,-0.7657086445706226,1751660383.2827961,50,5,3
-0.02942833804368227,-0.08784267055199498,0.11458923697078204,0.0980422249054889,0.10471032584861505,1751660383.3027961,50,5,3
0.7998867135385093,0.8389819661728977,0.7094094953319412,0.9194411566677505,0.7142795531200395,1751660383.322796,50,5,3
0.2433378968115885,0.22920111418934905,0.5322941694983961,0.48135540968433327,0.9152253045894232,1751660383.342796,50,5,3
1.340091439224656,1.632125076026503,1.6703847281222952,1.5856685922768419,1.4140317537586327,1751660383.362796,50,5,3
0.3383445174932628,-0.0827343750135402,0.2232365283018011,0.08159242292717347,0.4820909460078892,1751660383.382796,50,5,3
-0.24326094741953852,-0.06827409669053572,0.04449773277320632,0.06296191558187066,-0.4601825111108957,1751660383.402796,50,5,3
-0.24333916263673352,-0.2224278060867416,0.015380217085184167,-0.2525142236126778,-0.09129212156639777,1751660383.422796,50,5,3
-1.3384202357069028,-1.31228966401125,-1.3931601141730052,-1.581606107900108,-1.353223629157332,1751660383.442796,50,5,3
-0.35839726440642317,-0.5140097765507585,-0.5025483525589788,-0.33721188971833616,-0.5300610794369353,1751660383.462796,50,5,3
-1.1296689240782984,-0.9961547047319095,-0.8975177097952045,-1.0045219775311032,-0.7318917078679577,1751660383.4827962,50,5,3
0.1305475491281873,-0.21558268583310594,-0.11768800238641072,0.24226644042924902,-0.16075020221480898,1751660383.5027962,50,5,3
0.8236805052173761,0.7423785239778484,0.8303978223913597,0.8796539557733238,0.6177642587847314,1751660383.5227962,50,5,3
0.5196124041434231,0.46259925726176476,0.737871497351822,0.73007953035969,0.43793870817343117,1751660383.5427961,50,5,3
1.2961992442749488,1.5144521316567945,1.359084303060222,1.1731285128722828,1.5098924485869119,1751660383.562796,50,5,3
0.1902706729995865,0.4153839088800375,0.3385569552033837,0.4926389459220333,0.6609074387429343,1751660383.582796,50,5,3
0.000559768147965482,0.011969240988499141,-0.19482125865471447,0.21795832438979118,-0.22138572662201753,1751660383.602796,50,5,3
-0.5186946389559348,-0.27780954071451525,0.07868264490836635,-0.2577699353031174,-0.15012862526752668,1751660383.622796,50,5,3
-1.577163650133483,-1.266405494903186,-1.5898064724916037,-1.165506183609841,-1.2449826308493939,1751660383.642796,50,5,3
-0.5464951616476228,-0.6915276988486598,-0.34084672723913045,-0.4095639780143666,-0.2034355796463509,1751660383.662796,50,5,3
-0.9364977106179428,-1.0434790031440342,-0.8337851507029352,-0.7000384926307964,-1.1484067662606519,1751660383.682796,50,5,3
-0.3165758174422082,0.17321740489379425,-0.014445512292699055,0.0946093841207692,0.04548304152683895,1751660383.702796,50,5,3
0.6457198772893087,0.7655869579745226,0.9317752880488702,0.9570311193979243,0.7122444891837272,1751660383.722796,50,5,3
0.5462551164907461,0.730796711285912,0.7049701701856813,0.38287820388118105,0.6481185683319163,1751660383.7427962,50,5,3
1.296958043587634,1.3732667506838736,1.5920547383817851,1.5668026426305213,1.6057169700018865,1751660383.7627962,50,5,3
0.5114308621873112,0.3726197711469156,0.24330652315060947,0.4565513809791378,0.48439890927190454,1751660383.7827961,50,5,3
-0.21933587072787958,0.15041682797103217,0.0640485935679852,-0.24755297892340777,0.12242730835847898,1751660383.8027961,50,5,3
-0.11527636850099102,-0.2415915927193816,-0.38215900192879565,-0.31965718276777244,-0.33411981423022286,1751660383.822796,50,5,3
