ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,lsl_timestamp,frequencia,num_canais,repeticao,marker
0.06814514462231654,0.1374138391981878,-0.2130022761667926,-0.08344849038414776,-0.29162856179004415,0.1411884547036195,0.15694192358398962,-0.020328292054973995,-0.19166515456210878,-0.22219420975277704,0.24016944945119076,-0.05405400621484879,-0.197421720085744,-0.17403358755875042,0.06290706033016341,1751914182.3485322,1000,15,1,C
0.21995498937393443,0.2187850785519731,-0.017561602225292128,-0.0496361871358402,-0.14544534176454293,0.4957935424911155,0.029909586148124265,0.4087457687538685,0.06200879811415048,0.32142326721540126,0.028813492489253092,0.2627305857104708,0.42247051860078244,0.19963200345752713,-0.07959650647243477,1751914182.3495321,1000,15,1,
0.2563204497615529,0.3308717742663282,0.18026826492115638,0.23818195375551204,0.2085207035762804,0.4465750585566209,0.06253763270305257,0.2692695224650568,0.021290850243020326,0.13225947776988103,-0.10961420041630293,0.26953531207592185,0.17063663925615905,0.39954546795526796,0.07423092173831222,1751914182.3505323,1000,15,1,
0.012501159668663664,0.20213038126929259,0.6970410226273682,0.6333457231633515,0.20748671991261702,0.035854441401146436,0.17609990262419503,0.27199050566579075,0.24541456724359073,0.47302574098652667,0.2252899351933471,0.6117668868364372,0.3192716291585177,0.2876389407349298,0.03280189451433041,1751914182.3515322,1000,15,1,
0.38908869447104605,0.40122785242829595,0.6398081467712382,0.7717665896070589,0.19107863338405529,0.4009167136088179,0.14304639584124615,0.36838789284068,0.4576889080382214,-0.044597249673464956,0.5646639631792476,0.6267679379446174,0.5109132675329988,0.7328910182132913,0.32296047572021114,1751914182.3525321,1000,15,1,
0.25468652012944193,0.4514356343466223,0.2761742561898213,0.5329989041092535,0.10256754232955878,0.349343805808367,0.708184252641447,0.19555739621508267,0.5089483248783992,0.413164002007521,0.3335936629002069,0.25767975745919447,0.4012621866901353,0.31642241492988255,0.9772122622568782,1751914182.3535323,1000,15,1,
0.5340194128533768,0.5722061582032089,0.6189929789009796,0.17942642635189776,0.1662333425009963,0.9516520771751138,0.3882177622197204,0.5167995033122628,0.3927110904791866,0.535401543642943,0.5621446663049418,0.5978415214033331,0.46210926769621397,0.6635896625792689,0.32615738181508996,1751914182.3545322,1000,15,1,
0.7895176767896295,0.7430422446358869,0.48584273435386227,0.38691660659579774,0.42496969856793937,0.5524448801004845,0.7110410587379392,0.4826047404052153,0.3742256713051547,0.7356609533657981,0.6609609887583999,0.720015001875376,0.42660519486048465,0.5429318142827158,0.7760263035782992,1751914182.3555322,1000,15,1,
0.8483656379670199,0.7647295233625188,0.7693678030072045,0.5537011496845426,1.1377493064079927,0.6569529982177524,0.7913422137927684,0.6031375201705061,1.002064536464517,0.6918892204630942,0.5862484353141817,0.4762850237626727,0.3127867561796818,0.8506403628509198,0.7126758330433649,1751914182.356532,1000,15,1,
0.5815694254840852,0.5596720276009318,0.6295991266562228,0.7975922979626613,1.29473542641272,1.1053418053350996,0.6400358335228632,0.3287993937454841,0.7338319161256032,0.585598625661259,0.7200089527093104,0.8356796878994937,0.42976253184285806,0.7622022982586448,0.5679393345803501,1751914182.3575323,1000,15,1,
0.7649101328691924,0.5791461398138563,1.001918114749913,0.7571385568126033,0.2505109812196582,0.5491977102965679,0.8398590618558938,0.7817838411302193,0.7082512811097668,0.8293976256823505,0.6093763762482631,0.9248396767664446,0.7167120221635447,0.9936305011798319,0.8853185557529863,1751914182.3585322,1000,15,1,
0.9278184648469512,1.0258375074861446,0.7197369776019868,0.94492664740554,0.6433915781291605,0.7082408170535899,0.932874280725518,0.33935830800911904,0.8256974435592155,0.8569581807773914,0.8591969869522347,0.5072414356250763,1.0870135048746206,0.7799542643279112,0.9124309927863704,1751914182.359532,1000,15,1,
0.7281723848148172,1.2138560727092997,1.029619396106202,0.6501365240987337,0.7340652534374141,0.6134060996270815,0.5853976299964041,0.5870873734261524,0.7982726216540871,0.7386022786684828,0.8833572772982093,0.8902480998858147,0.8230896814643437,0.5586865968868855,0.9657546130568107,1751914182.3605323,1000,15,1,
0.8383412102172537,0.8524735946360734,1.0233620287962937,0.8021047831339456,0.9290484172501451,1.3151850062229398,1.0006164687102839,0.6902443099347589,0.9233963694808185,1.0267202005310265,1.0651412070884227,0.6916670606868006,0.7931550845565187,1.1237192027568286,0.7969975377788318,1751914182.3615322,1000,15,1,
1.0603333198547737,1.20053759083447,1.049008117824168,0.902646638746197,0.7390985212000417,0.813345562868545,0.9109549502224451,0.6825190627183607,1.2266029257951754,0.8636557971381701,1.1099954281466138,0.9797018613721278,0.9962257162002377,0.9794873984876279,0.4590854667798452,1751914182.3625321,1000,15,1,
0.8585040643371576,0.6553362261184073,1.197554529637689,0.8278507223948949,0.7342051727710992,1.346615175815443,0.8927873596427529,0.9763033578874714,1.417692862489733,1.1916878154007118,0.7165572656380748,0.8083901557186748,0.9366335160678385,0.872908703833519,1.0561076768887558,1751914182.3635323,1000,15,1,
1.118674986918515,1.2188876763503231,0.9915488319798172,0.7928715351645672,0.9967891944345201,1.0461686619037542,0.7038699538780954,0.8030017382795991,0.595784233757248,0.7255340655896956,1.157011836377353,0.9661430114001406,0.5058037370629231,1.1374039936386888,0.8901583592570642,1751914182.3645322,1000,15,1,
0.9413065778612153,0.9266790109264138,0.9621510406908566,0.9365067772356109,1.1374447414584505,0.43972917199011957,0.8146027511807021,0.71133205002583,0.9086279394306339,0.8123115587542731,0.8717872789359384,0.9675353066663428,0.7731411651329194,0.7728981138888183,0.6901487377996858,1751914182.3655322,1000,15,1,
0.8578618280973072,0.6713598960793725,0.8373500540742576,0.9875001962838662,0.9070833191140821,0.9903064396337915,0.8633806620913185,0.5014434309184945,0.6161199058218002,0.8107120646173827,1.0992641736588915,0.8073001961211717,0.6387384640068964,0.7137662117360564,0.697023021950147,1751914182.366532,1000,15,1,
1.079154081039233,0.7584028739047348,0.992753318849471,0.9313897356361602,1.1513403674214318,1.1273622046638492,0.8060012099976868,0.6712051414055761,0.7283641372681011,0.9798787205754647,1.293675278500934,1.09877386113216,0.9603586172485958,1.2456770833060193,0.8702192786448837,1751914182.3675323,1000,15,1,
