ch1,ch2,ch3,ch4,ch5,lsl_timestamp,frequencia,num_canais,repeticao
-0.05238947527378558,0.03151002599828986,-0.1067143088259419,-0.13519495311016036,-0.32670944774543687,1753132471.3120816,20,5,1
0.832513760958948,0.9754534021762189,1.074244315735644,0.9595477878623977,0.8384693844203946,1753132471.3620815,20,5,1
0.0691305256461331,0.15298347169983023,-0.2810688898027324,-0.16604517712510186,-0.16901139597109854,1753132471.4120815,20,5,1
-0.8790465611646905,-0.807102036912192,-0.774189272335813,-1.2237367562709447,-0.7878049489725552,1753132471.4620817,20,5,1
0.09438797789068014,-0.49183756905039566,0.225667163188972,0.15576579324730094,0.31773779510343103,1753132471.5120816,20,5,1
0.8275200859040005,0.6216417870363045,1.2316231887806317,1.1849505233874924,1.1415154843756008,1753132471.5620816,20,5,1
0.09283589407573549,0.42635990638476695,-0.14010917890055954,-0.4542153622995929,-0.015338027194641229,1753132471.6120815,20,5,1
-0.8552382110310538,-0.9145144983488742,-0.9280068276830703,-1.226601390054591,-1.051024407492132,1753132471.6620815,20,5,1
0.1397710958619699,-0.3171635323634695,-0.26982637051463537,-0.05646453780222814,0.15923185665000764,1753132471.7120817,20,5,1
0.9400967964575608,1.1293730489292404,0.9764994399210943,1.103757992008026,0.7200859039125607,1753132471.7620816,20,5,1
0.21375700647570414,0.16308956606099595,0.09556759410969212,0.06451171007556633,0.15910371917211447,1753132471.8120816,20,5,1
-0.8373820972731099,-0.9749043698404565,-1.0353525516481754,-1.1411850696884183,-0.9410497869200452,1753132471.8620815,20,5,1
-0.022560747439641714,0.04193686676302715,0.06162973739844327,0.07599922143942381,-0.048914999966889,1753132471.9120815,20,5,1
0.9828483289184102,0.891328292179941,1.0778916207598852,0.936507076891144,1.1661969753321295,1753132471.9620817,20,5,1
-0.19299154723707967,-0.24409199592275738,-0.0327279111388606,-0.014510387140619169,0.30568906322378714,1753132472.0120816,20,5,1
-1.233188651964368,-1.03277296277103,-1.3093554845054731,-0.6698541798229081,-1.0270392044702017,1753132472.0620816,20,5,1
0.4846447737821817,-0.3365500773549319,0.44317667671378563,0.30700472731533446,0.17561393662016034,1753132472.1120815,20,5,1
0.7819969741844571,1.0509233950044727,1.217846272865065,0.796553711476945,0.6508030157804927,1753132472.1620815,20,5,1
0.09913563831607995,-0.13255967186809392,0.08792162069893011,0.38529318461544015,0.08996897453241576,1753132472.2120817,20,5,1
-0.8540648326476524,-1.0758859650253751,-0.8748283438944823,-1.0090545795922996,-0.8017141767652454,1753132472.2620816,20,5,1
0.12210867150828407,-0.006356139017214987,0.3078893930355834,-0.12579432847787883,-0.12192900132092223,1753132472.3120816,20,5,1
0.9400158025107807,0.7949505160088526,0.9861831252959317,0.9299433057246431,1.047265980484307,1753132472.3620815,20,5,1
0.11606571493920827,0.024178760221328494,-0.015481074766452533,-0.02351193773758954,0.17456047682185158,1753132472.4120815,20,5,1
-0.5621031232965983,-0.8592180592968486,-0.986320991739964,-0.7924596404959108,-0.7515272694486669,1753132472.4620817,20,5,1
0.24314499924579794,-0.37704336216914425,0.022287251884168184,0.3196169682108528,0.31029566711299816,1753132472.5120816,20,5,1
1.0199132930267552,1.3602967487455055,0.8793914161529994,1.0058683847180074,1.0560745222449681,1753132472.5620816,20,5,1
-0.2763333994927326,0.2969711882963863,-0.0569312889060559,-0.0033519797873353503,0.08454062442597873,1753132472.6120815,20,5,1
-0.9810875970696127,-0.9021384743818759,-0.9215847048778021,-0.84453326495337,-0.7830448418319627,1753132472.6620815,20,5,1
0.00789158690191828,-0.11699855797874595,-0.08305796516460742,-0.23458639949441035,0.2530584035708169,1753132472.7120817,20,5,1
0.8498037601680872,0.7769147990325678,0.8718056103243382,0.9276491858779274,1.286080710398597,1753132472.7620816,20,5,1
-0.22261762110424044,0.07715832919514803,0.08478182526067651,-0.674414595668694,-0.15577338936541943,1753132472.8120816,20,5,1
-0.9173328717236836,-0.8823525333529982,-1.1598692029608277,-1.1797524395424208,-0.8536385412352088,1753132472.8620815,20,5,1
-0.1352499557576519,-0.1663939423073597,0.15772444234020278,0.11768557224844736,-0.16428177289445933,1753132472.9120815,20,5,1
1.0279888774118715,0.6655242920592624,0.9357390804546385,0.5383415345333973,0.8726109274110475,1753132472.9620817,20,5,1
-0.12771378806962083,-0.18095557504095305,0.015517385682461055,-0.04002658769476779,0.0739110762225836,1753132473.0120816,20,5,1
-1.1518255887808102,-0.9118505939870744,-0.8823067648923636,-0.7750956201651825,-0.8264220513846086,1753132473.0620816,20,5,1
0.06338549065537712,0.008659627923757717,-0.2246280191419321,-0.236785195717379,0.4505624958816707,1753132473.1120815,20,5,1
0.9683445540346572,1.1470418499303632,0.8190855038266879,0.8054448738382177,0.9846081882235507,1753132473.1620815,20,5,1
-0.04158425390873531,0.2957482775726446,-0.22035478063734923,0.11464475151098036,-0.030703509761233146,1753132473.2120817,20,5,1
-0.8088645530404099,-1.101416416525493,-0.823583950248032,-0.9258006011355399,-1.3121210197611206,1753132473.2620816,20,5,1
-0.4317532899739855,0.2893639299647022,0.154496019301352,-0.10286694059969921,-0.4205044738446106,1753132473.3120816,20,5,1
0.8272270269718237,1.0088870074528595,0.8199866524934434,0.8243736601399491,1.144823033146982,1753132473.3620815,20,5,1
-0.13755672479292447,0.11061754961763053,-0.3296969167127395,0.04500347756129686,0.21676678241403055,1753132473.4120815,20,5,1
-0.9587522423013902,-1.185784253402659,-0.8625798126572395,-0.9028131875358892,-1.1706949085867406,1753132473.4620817,20,5,1
-0.2126275206192179,-0.050269002673750944,0.21015662754497677,0.08920855348448556,-0.011115323041149035,1753132473.5120816,20,5,1
1.1120131247839518,0.7953273028497488,1.0073559255626339,1.1940232541106688,0.7176554036730073,1753132473.5620816,20,5,1
-0.028759669830563,-0.18049549229872344,-0.0661883158281629,-0.3636415414556022,-0.3527582773159382,1753132473.6120815,20,5,1
-0.8878883440288868,-1.0590368363192963,-0.8246813374456692,-1.0778184817354544,-0.9302136976957545,1753132473.6620815,20,5,1
0.3729146033668996,0.25132689909987094,-0.46639989999038156,-0.22174611493413016,-0.011924271972965006,1753132473.7120817,20,5,1
0.7417325181355995,0.7786402716209053,1.0029255393209002,1.238610891481882,1.0866392234151447,1753132473.7620816,20,5,1
-0.13620699683428256,0.2263351052009577,-0.12830396409412628,0.15198396550785728,0.20535430453338238,1753132473.8120816,20,5,1
-0.6591350711161164,-1.146089136376792,-1.0398073128773713,-1.273586170406086,-0.7678625815077769,1753132473.8620815,20,5,1
0.021001096624041808,0.13415267017882943,-0.16589205695940576,0.5572913388887065,-0.16174356163588316,1753132473.9120815,20,5,1
0.648049829632662,1.0069009655288195,1.1307409451952413,0.6797539204391214,0.7654488136344056,1753132473.9620817,20,5,1
0.11685010998744329,-0.10703751160389723,0.14786978784042848,-0.1987075251528859,-0.08775358016751891,1753132474.0120816,20,5,1
-1.3977803548605785,-0.9872432789022006,-0.8967398574829631,-0.9037324658914908,-1.1005052557314716,1753132474.0620816,20,5,1
-0.041309306203289056,-0.0817090454001602,-0.08564891074065521,-0.18662439543786832,0.38320025261862267,1753132474.1120815,20,5,1
1.141694975497399,1.281424945544472,1.0526108738671773,0.7793149134286457,0.4809681492753013,1753132474.1620815,20,5,1
-0.09260246351055279,0.17934867363602602,-0.06010342620475018,-0.08947978190371357,-0.2581444521106208,1753132474.2120817,20,5,1
-1.2159357836159586,-1.0649528231624583,-1.0814796284955879,-1.1721666461541584,-1.1750959993401267,1753132474.2620816,20,5,1
-0.03243079062268594,-0.21728942633660517,-0.09959118538741604,0.11398276057926124,0.05606767262114548,1753132474.3120816,20,5,1
1.1373130329257257,0.5069181262448225,0.7599458326635105,1.1317545117934071,1.296829953294914,1753132474.3620815,20,5,1
0.06474832364506153,0.0575315650240853,-0.12816841379145308,0.15359408245011105,-0.1533834640093281,1753132474.4120815,20,5,1
-1.2863331834664924,-0.8870692743138302,-0.9704863852828263,-0.9370868017159076,-1.1417441052292863,1753132474.4620817,20,5,1
-0.172900130805966,-0.30825670194899774,0.08761129037197851,-0.20468538594958355,-0.05062595707431481,1753132474.5120816,20,5,1
1.5730397224196495,1.149477965194342,1.215851241852583,1.0976726892762636,1.0033589069616946,1753132474.5620816,20,5,1
0.09535532096168198,-0.2662043205592571,0.09432050172630095,0.34077600501617716,-0.21885393499539446,1753132474.6120815,20,5,1
-1.1685901666978742,-0.9988881666311484,-1.0803229953621285,-1.034981913817973,-1.0567714286039285,1753132474.6620815,20,5,1
-0.07813911492914201,-0.15338484988889356,0.10761477960116551,0.1668363526891408,-0.29081022726774214,1753132474.7120817,20,5,1
1.1429749649425431,0.922492745208927,1.0044268209959297,0.971560217133695,1.212734043703115,1753132474.7620816,20,5,1
0.0964073402763338,-0.05334343111133034,-0.3955760354960787,-0.04801995859722132,-0.09598784776992021,1753132474.8120816,20,5,1
-1.276193957483003,-1.1995060317899706,-1.3215698788002541,-1.1689969726762188,-0.5195292496189565,1753132474.8620815,20,5,1
-0.12754807042871052,-0.02157617409235594,-0.24491455295282083,0.36208196843095053,0.03866274489459583,1753132474.9120815,20,5,1
1.6312812274538637,0.7641166494011978,0.9624320185973829,0.7159863298836596,1.1251435843517452,1753132474.9620817,20,5,1
0.2343469026651862,0.16697234529843705,-0.26947028110978566,-0.07366354177256534,0.1137791846965275,1753132475.0120816,20,5,1
-0.9778839840246416,-1.1146537798152336,-1.1087205404134197,-0.9358036773482076,-0.9295480658047576,1753132475.0620816,20,5,1
0.047553803341696246,0.05867261965592393,-0.13421405998695526,-0.21707257804640656,-0.29910002750522197,1753132475.1120815,20,5,1
0.9705655932343634,0.9989411301116139,1.0016203507904093,1.2952258181523408,0.8351933898756237,1753132475.1620815,20,5,1
-0.0563558521219802,0.2952958259399324,-0.3775279766289585,-0.17251387741137272,-0.14225144135837284,1753132475.2120817,20,5,1
-1.0292521966355084,-1.1396784301365654,-0.9672105158021989,-1.0501091401361127,-1.1720161205608957,1753132475.2620816,20,5,1
-0.02208073189936749,0.09264861102330332,-0.17845006631462948,-0.10156633200960441,0.22322478840262525,1753132475.3120816,20,5,1
0.9954425404501521,1.150052027904883,0.7514439935294996,0.7245535832652152,1.0226881933478102,1753132475.3620815,20,5,1
-0.050560921609813035,0.08436767650593358,-0.22170225531951646,0.22890908542258775,0.610864237471298,1753132475.4120815,20,5,1
-0.6122432581216606,-0.9924537337572586,-1.1590162957092944,-1.421809412962748,-0.9624889439669283,1753132475.4620817,20,5,1
0.08240792271695521,-0.12088712580408588,0.032320194486665094,-0.08304613430852831,0.3220991356391515,1753132475.5120816,20,5,1
1.1132781308500381,1.1116477203941082,1.0501378566830988,1.1137695943281127,0.9873729816003914,1753132475.5620816,20,5,1
0.3232758126510998,-0.21726955735563758,-0.3403525980034917,-0.14016675250695002,0.46592350991723414,1753132475.6120815,20,5,1
-1.2935410493167019,-1.0502939997657568,-1.1208952869346787,-1.2131518856656625,-1.3988916773589677,1753132475.6620815,20,5,1
-0.060045183585592674,0.22590031843388633,0.2053866306802152,-0.032705097536040346,-0.27873374050046984,1753132475.7120817,20,5,1
1.3233039836050966,1.1858819457022165,1.090944033118141,1.165470932120655,1.1787094088055692,1753132475.7620816,20,5,1
-0.07780801776307955,0.23992032971123128,-0.6318217551409202,0.23741849486331515,0.10288447684893767,1753132475.8120816,20,5,1
