lsl_timestamp,lsl_timestamp_corr,local_time,ch1,ch2,ch3,ch4,ch5,marker,loop_time_ms
1753300964.4742994,1753300964.474299,1753300964.4742994,nan,nan,nan,nan,nan,START_40Hz_5ch,1282.626899999741
1753300964.4742994,1753300964.474299,1753300965.1155827,nan,nan,nan,nan,nan,A,1282.626899999741
1753300964.4742994,1753300964.474299,1753300965.1155827,nan,nan,nan,nan,nan,B,1282.626899999741
1753300964.4742994,1753300964.474299,1753300965.1155827,nan,nan,nan,nan,nan,C,1282.626899999741
1753300964.4742994,1753300964.4742994,1753300964.4742994,0.09672839939594269,0.027053002268075943,0.3450073003768921,-0.005038924980908632,-0.22344674170017242,,1282.626899999741
1753300965.1742995,1753300965.174299,1753300965.756867,nan,nan,nan,nan,nan,A,0.060200000007171184
1753300965.6742995,1753300965.674299,1753300965.756867,nan,nan,nan,nan,nan,B,0.060200000007171184
1753300964.4992995,1753300964.4992995,1753300965.756867,0.6439738273620605,0.41784578561782837,0.6114675998687744,0.7569161057472229,0.7838184833526611,,0.060200000007171184
1753300964.5242994,1753300964.5242994,1753300965.756867,1.1904959678649902,0.8927552103996277,1.048250675201416,0.9842842817306519,0.6201518774032593,,0.038500000300700776
1753300964.5492995,1753300964.5492995,1753300965.756867,0.4659334123134613,0.7106797695159912,0.7717208862304688,0.25762060284614563,0.6508207321166992,,0.031400000807479955
1753300964.5742993,1753300964.5742993,1753300965.756867,-0.18100394308567047,0.0141438664868474,0.11870486289262772,-0.032748010009527206,-0.41226720809936523,,0.015200001143966801
1753300964.5992994,1753300964.5992994,1753300965.756867,-0.575086772441864,-0.7397493124008179,-0.7277785539627075,-0.5807642340660095,-0.5554947853088379,,0.009700001101009548
1753300964.6242995,1753300964.6242995,1753300965.756867,-1.298488974571228,-1.4534474611282349,-0.9287598133087158,-1.2064107656478882,-1.076974868774414,,0.009699999282020144
1753300964.6492994,1753300964.6492994,1753300965.756867,-0.45577168464660645,-0.8074313402175903,-0.6877498030662537,-0.5661386251449585,-0.8830711841583252,,0.009199999112752266
1753300964.6742995,1753300964.6742995,1753300965.756867,0.0074302093125879765,0.05489228293299675,0.07329802215099335,-0.019945790991187096,0.21389663219451904,,0.008999999408842996
1753300964.6992993,1753300964.6992993,1753300965.756867,0.7684765458106995,0.32285526394844055,0.9031533598899841,0.7185788750648499,0.9875985383987427,,0.009299999874201603
1753300964.7242994,1753300964.7242994,1753300965.756867,1.5752558708190918,0.7965852618217468,1.0309869050979614,1.2216126918792725,1.0968788862228394,,0.170000001162407
1753300964.7492995,1753300964.7492995,1753300965.756867,0.7395027875900269,0.6934633851051331,0.4975670874118805,0.6107608079910278,0.5741081237792969,,0.02879999919969123
1753300964.7742994,1753300964.7742994,1753300965.756867,0.2883583605289459,0.015100610442459583,-0.3793433606624603,0.3585308790206909,-0.02914174646139145,,0.04020000051241368
1753300964.7992995,1753300964.7992995,1753300965.756867,-0.9179673194885254,-0.7997119426727295,-0.621241569519043,-0.6997052431106567,-0.6510578393936157,,0.0106999996205559
1753300964.8242993,1753300964.8242993,1753300965.756867,-0.5054704546928406,-0.668406069278717,-0.8929641842842102,-1.1325933933258057,-1.0929113626480103,,0.00670000008540228
1753300964.8492994,1753300964.8492994,1753300965.756867,-0.5231917500495911,-0.9377588629722595,-0.5625199675559998,-0.7463107705116272,-0.6173871159553528,,0.006399999620043673
1753300964.8742995,1753300964.8742995,1753300965.756867,-0.2821301221847534,0.1599520742893219,0.20462509989738464,0.07105956971645355,0.043138619512319565,,0.006199999916134402
1753300964.8992994,1753300964.8992994,1753300965.756867,0.7260079383850098,0.6949402689933777,0.7274537682533264,0.8177816867828369,0.8513845205307007,,0.005999998393235728
1753300964.9242995,1753300964.9242995,1753300965.756867,0.7797837257385254,0.94047611951828,0.6457411050796509,0.7332261800765991,0.8259575366973877,,0.006299998858594336
1753300964.9492993,1753300964.9492993,1753300965.756867,0.981550931930542,0.9062170386314392,0.9061302542686462,0.7917200326919556,0.9754794836044312,,0.006100000973674469
1753300964.9742994,1753300964.9742994,1753300965.756867,0.13513237237930298,0.0716652125120163,0.1135430559515953,0.5415232181549072,0.3424340486526489,,0.006199999916134402
1753300964.9992995,1753300964.9992995,1753300965.756867,-0.9254698157310486,-0.8451359868049622,-0.8338872790336609,-0.35935789346694946,-0.7399872541427612,,0.006000000212225132
1753300965.0242994,1753300965.0242994,1753300965.756867,-0.9657106399536133,-1.1751881837844849,-0.7615833282470703,-0.853955090045929,-0.9101488590240479,,0.006199999916134402
1753300965.0492995,1753300965.0492995,1753300965.756867,-0.4476436972618103,-0.4500105082988739,-0.3777804970741272,-0.2922761142253876,-0.7839518785476685,,0.005800000508315861
1753300965.0742993,1753300965.0742993,1753300965.756867,0.254756897687912,0.19914641976356506,0.07808902114629745,-0.12106906622648239,-0.1633337438106537,,0.006100000973674469
1753300965.0992994,1753300965.0992994,1753300965.756867,0.5264725685119629,0.8792984485626221,0.9715130925178528,0.6940945386886597,0.8182688355445862,,0.006099999154685065
1753300965.1242995,1753300965.1242995,1753300965.756867,0.6659137606620789,0.8140864968299866,1.06252920627594,1.0140831470489502,1.2496075630187988,,0.005699999746866524
1753300965.1492994,1753300965.1492994,1753300965.756867,1.0171754360198975,1.0167536735534668,0.7319439649581909,0.8581241965293884,0.975917398929596,,0.006199999916134402
1753300965.1742995,1753300965.1742995,1753300965.756867,-0.03133925050497055,-0.4232295751571655,-0.04926019906997681,-0.27082309126853943,0.5027017593383789,,0.006100000973674469
1753300965.1992993,1753300965.1992993,1753300965.7578645,-0.7756702899932861,-0.35539117455482483,-0.580743134021759,-0.9035870432853699,-0.6592458486557007,,0.006599999323952943
1753300965.2242994,1753300965.2242994,1753300965.7578645,-0.8840768337249756,-0.8613079786300659,-1.0117559432983398,-1.1431578397750854,-0.7187667489051819,,0.008900000466383062
1753300965.2492995,1753300965.2492995,1753300965.7578645,-0.7283962368965149,-0.9163696765899658,-0.4619501531124115,-0.9704853296279907,-0.5418531894683838,,0.005500000042957254
1753300965.2742994,1753300965.2742994,1753300965.7578645,0.05823231860995293,0.30579328536987305,-0.2507854998111725,0.03041781298816204,-0.010545553639531136,,0.005300000339047983
1753300965.2992995,1753300965.2992995,1753300965.7578645,0.8323215246200562,0.9181729555130005,1.0787417888641357,0.8312420845031738,0.31943631172180176,,0.005300000339047983
1753300965.3242993,1753300965.3242993,1753300965.7578645,1.232550859451294,1.0770655870437622,1.2917762994766235,0.6890173554420471,1.4690788984298706,,0.005100000635138713
1753300965.3492994,1753300965.3492994,1753300965.7578645,0.4425339102745056,0.7801815271377563,0.6436538696289062,0.8049662709236145,0.7882656455039978,,0.005199999577598646
1753300965.3742995,1753300965.3742995,1753300965.7578645,-0.06448016315698624,0.13883496820926666,-0.4320511221885681,0.014503803104162216,0.4443354606628418,,0.00520000139658805
1753300965.3992994,1753300965.3992994,1753300965.7578645,-0.7368255853652954,-0.6632744669914246,-0.6089826822280884,-0.45894885063171387,-0.7293488383293152,,0.00529999852005858
1753300965.4242995,1753300965.4242995,1753300965.7578645,-0.77913898229599,-0.9578700065612793,-1.9219412803649902,-0.8545044660568237,-1.131740689277649,,0.005199999577598646
1753300965.4492993,1753300965.4492993,1753300965.7578645,-0.9112758636474609,-0.7217555642127991,-0.4839591681957245,-0.6049290299415588,-0.6201414465904236,,0.005500000042957254
1753300965.4742994,1753300965.4742994,1753300965.7578645,-0.07892521470785141,-0.009488455951213837,0.08387084305286407,-0.1293347179889679,0.047382742166519165,,0.005300000339047983
1753300965.4992995,1753300965.4992995,1753300965.7578645,0.6909687519073486,0.7925463318824768,0.9066870212554932,0.9652054905891418,0.7467581033706665,,0.005199999577598646
1753300965.5242994,1753300965.5242994,1753300965.7578645,1.2179251909255981,1.1299549341201782,0.8130948543548584,0.9496963024139404,1.050687551498413,,0.005199999577598646
1753300965.5492995,1753300965.5492995,1753300965.7578645,0.8173665404319763,0.9372084140777588,0.6761957406997681,0.5618636012077332,0.654686450958252,,0.009100000170292333
