lsl_timestamp,local_time,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,marker
1751331912.6905963,1751331912.6874237,0.1178656741976738,0.024979963898658752,-0.24983179569244385,0.36178916692733765,-0.13486289978027344,-0.20620892941951752,0.011173134669661522,-0.06957799196243286,0.10987281799316406,-0.0753355398774147,
1751331912.6905963,1751331912.6934683,,,,,,,,,,,A
1751331912.6905963,1751331912.6951265,,,,,,,,,,,B
1751331912.6905963,1751331912.6967745,,,,,,,,,,,C
1751331912.6909964,1751331912.6978729,-0.0796557068824768,-0.0023200579453259706,0.01103455200791359,0.05987153202295303,-0.1977721005678177,-0.2268996238708496,0.20277392864227295,0.016110006719827652,0.1615370661020279,-0.13359592854976654,
1751331912.6913962,1751331912.6995142,0.2427612841129303,-0.20142512023448944,0.3213377296924591,-0.2047678381204605,0.12789662182331085,0.056116554886102676,-0.027698952704668045,0.14851263165473938,0.3687281608581543,0.07530942559242249,
1751331912.6917963,1751331912.7006028,-0.16058023273944855,0.09709896147251129,-0.002608321374282241,-0.04539502039551735,0.10217595845460892,-0.11161916702985764,-0.030951647087931633,0.04229101911187172,-0.11425488442182541,0.09027128666639328,
1751331912.6921964,1751331912.7017045,0.09899593144655228,-0.017437726259231567,0.4705106019973755,0.2840264141559601,0.08153598010540009,0.05233650654554367,0.18646210432052612,0.0964575707912445,0.18762889504432678,0.2025793045759201,
1751331912.6925964,1751331912.7033527,0.32523730397224426,0.19975310564041138,0.004940412472933531,0.5079931616783142,0.2803075313568115,0.12211839109659195,-0.06702963262796402,0.359683632850647,0.498075932264328,0.23597820103168488,
1751331912.6929963,1751331912.7044525,0.1408395618200302,0.36304551362991333,0.24355672299861908,0.1299399882555008,-0.022339200600981712,0.022672122344374657,0.5242182612419128,0.38900384306907654,0.21269872784614563,0.15654148161411285,
1751331912.6933963,1751331912.7055702,0.4193427860736847,0.4117441475391388,0.3924063444137573,-0.025776490569114685,0.2712514400482178,0.3905201256275177,0.19145020842552185,0.5593971610069275,0.49309858679771423,0.4148207902908325,
1751331912.6937964,1751331912.7083142,0.46691301465034485,0.2084042727947235,-0.04118158295750618,0.3302152752876282,0.4681703746318817,0.4299775958061218,0.14908239245414734,0.42879578471183777,0.03229588270187378,0.4876921474933624,
1751331912.6941962,1751331912.7113285,0.35090357065200806,0.38753050565719604,0.801580011844635,0.5343000888824463,-0.015072236768901348,-0.03675394132733345,0.3815140724182129,0.7213083505630493,0.5450226664543152,0.18815511465072632,
1751331912.6945963,1751331912.7140088,0.7128145098686218,0.7377087473869324,0.10376058518886566,0.40596896409988403,0.8075950741767883,0.46388691663742065,0.15887221693992615,0.4593374729156494,0.12406500428915024,0.5377429127693176,
1751331912.6949964,1751331912.7151253,0.7868921756744385,0.21095773577690125,0.597088634967804,0.6312710642814636,0.3313302993774414,0.5727944374084473,0.11051411926746368,0.3565879166126251,0.6261486411094666,0.2433421015739441,
1751331912.6953964,1751331912.7162328,0.47232872247695923,0.4041067063808441,0.44564780592918396,-0.01595020852982998,0.10197765380144119,0.4928366243839264,0.34596583247184753,0.3769923150539398,0.1826840043067932,0.25407466292381287,
1751331912.6957963,1751331912.7173357,0.24257345497608185,0.6892265677452087,0.3347453773021698,0.6330308318138123,0.38686591386795044,0.4955747723579407,0.46301543712615967,0.528007447719574,0.6004281640052795,0.3851376175880432,
1751331912.6961963,1751331912.7184303,0.5653246641159058,0.45306581258773804,0.5809542536735535,0.44319596886634827,0.6033129692077637,0.5387810468673706,0.3220009207725525,0.35701173543930054,0.743236243724823,0.3408399224281311,
