ch1,ch2,ch3,ch4,ch5,lsl_timestamp,frequencia,num_canais,repeticao,marker
-0.029646642246251194,0.08619382116454405,0.20146591322278368,0.12774419533643047,-0.06925484398945783,1751912937.5820172,50,5,1,C
0.5255357685120545,0.8825417310396211,1.034272996572698,1.103701441089966,0.9821798083503896,1751912937.6020172,50,5,1,
0.3640409432192062,0.4742026714601722,0.23542573527375216,0.6697759250486808,0.25505768329136214,1751912937.6220171,50,5,1,
1.2502611502596372,1.2951833173682732,1.8948490933090454,1.3450368856659745,1.8002511466655846,1751912937.6420171,50,5,1,
0.5604744805273785,0.8674427736691295,0.3278270506243012,0.25027450779244126,0.4511218636476592,1751912937.662017,50,5,1,
-0.04405320693948729,-0.1498870155853911,0.020421381934343313,-0.03466703577895875,0.02784436472426769,1751912937.682017,50,5,1,
-0.18692014614242225,-0.24391754600454144,-0.27032245393015847,-0.17851306617908047,-0.21980421897011765,1751912937.702017,50,5,1,
-1.4844745055267867,-1.2927024080894292,-1.0268470051055603,-1.5162116585467154,-1.4979380722119284,1751912937.7220173,50,5,1,
-0.5063314377606477,-0.6962562150252787,-0.39922725977175955,-0.5622200531736115,-0.6822262902426388,1751912937.7420173,50,5,1,
-1.0308014332450386,-1.1357952187830298,-1.0477740184055722,-1.096114260281729,-1.1601391509379557,1751912937.7620173,50,5,1,
-0.09313053751658719,0.11771881132376465,-0.05033552671870582,-0.2250628559001001,0.44429930383903304,1751912937.7820172,50,5,1,
0.9486279511570471,0.8705271230521471,0.9927061967351677,1.1174027310308592,0.9331454783278743,1751912937.8020172,50,5,1,
0.14629456050024198,0.2566334903400448,0.27945504354627737,0.707770039711193,0.9002658200638876,1751912937.8220172,50,5,1,
1.8311402818206888,1.4659894527872779,1.2670826550350252,1.2154368640521485,1.629285369801459,1751912937.8420172,50,5,1,
0.2250127137712053,0.18335570845340937,0.2274909512513571,-0.06373287759865343,0.5151295341692783,1751912937.8620172,50,5,1,
-0.016923569414703507,-0.3293045995415613,0.16433837026872208,-0.059989884471172934,-0.017922301610710286,1751912937.8820171,50,5,1,
-0.3889480580063539,0.026174502769918007,-0.3887159964470778,-0.27232073297618387,-0.47705693062916676,1751912937.902017,50,5,1,
-1.2944830257343574,-1.475384229496499,-1.2918863589161826,-1.4716601037594907,-1.294016033684307,1751912937.922017,50,5,1,
-0.3653405942685593,-0.6530106436553511,-0.47377526351702703,-0.30862327556707325,-0.47346461490223796,1751912937.942017,50,5,1,
-0.9866982086769108,-0.7784451946834592,-0.7138196135137274,-0.9341657224708644,-0.8330417696108109,1751912937.9620173,50,5,1,
-0.09809449148086005,-0.2356480573203448,-0.03862282274752213,-0.025990857578051432,-0.0338589313714801,1751912937.9820173,50,5,1,
0.7219000324691586,0.8065271382523271,1.0354949730213558,1.1536392839660237,0.5783882394808547,1751912938.0020173,50,5,1,
0.34163544599042184,0.28574774791858815,0.657731517578081,0.3988446994751094,0.531753302641731,1751912938.0220172,50,5,1,
1.4013318824557333,1.3423975934702603,1.7138861870474311,1.4917354147140245,1.6115812130663831,1751912938.0420172,50,5,1,
-0.11503358743097153,0.4809039596454106,0.2804299720813114,0.4112718575556171,0.20436048416524696,1751912938.0620172,50,5,1,
0.3019945641062384,-0.1774979693619962,0.023095568269216625,0.16532109076909457,0.04501758734678224,1751912938.0820172,50,5,1,
-0.2943630786184701,-0.5018586207624898,-0.1271477870301725,-0.20041077973018423,-0.4569040611014375,1751912938.1020172,50,5,1,
-1.4316102755040563,-1.221064933754834,-1.5994032928140707,-1.268312160280445,-1.4709874763986495,1751912938.1220171,50,5,1,
-0.4812792098557587,-0.6104229475132593,-0.37712425706633795,-0.7617651854592924,-0.842395976146116,1751912938.1420171,50,5,1,
-0.7337474613080414,-1.1749912615891565,-0.7077784485913423,-0.875899697338037,-0.6885526258152368,1751912938.162017,50,5,1,
-0.11452462267573932,0.0389537481067219,-0.3567660096625771,-0.022872028293995744,-0.1204688033594591,1751912938.182017,50,5,1,
1.1764248010672098,0.7566964884624594,0.6148533196046231,0.8657052975791079,1.2156309290437415,1751912938.202017,50,5,1,
0.5026467206056691,0.22213473763100117,0.5177803299484918,0.6739072151237854,0.4503421613401982,1751912938.2220173,50,5,1,
1.3889191901699307,1.48252158361995,1.051211663811154,1.4999910598600714,1.747575598950373,1751912938.2420173,50,5,1,
0.5289683558644428,0.08712448196844869,0.2587942359164293,0.6352102434580044,0.04818739297948002,1751912938.2620173,50,5,1,
-0.1035351294872809,0.14877659917587166,0.04547955564850416,0.3869459166813286,0.042642094734652504,1751912938.2820172,50,5,1,A
0.18062624318119042,-0.020844141015272155,-0.48455024006372405,-0.1354411966235754,-0.38704160010342237,1751912938.3020172,50,5,1,
-1.3702598877363779,-1.4880313514000285,-1.2965154795737481,-1.4488870864089711,-0.9610894503015147,1751912938.3220172,50,5,1,
-0.20204197587390305,-0.3310718914193559,-0.7724870364623273,-0.658394809787124,-0.14484913960416074,1751912938.3420172,50,5,1,
-0.4892898665728566,-0.647204707961893,-0.9315831765094251,-0.6239216241594083,-0.9337628968408224,1751912938.3620172,50,5,1,
0.11348418311243846,-0.08068220115261847,-0.03488302201275575,-0.1213179561891549,0.04436361096703917,1751912938.3820171,50,5,1,
1.189621854841421,0.9408780824158803,0.9135374532387892,0.9913377019439659,0.8744520392883605,1751912938.402017,50,5,1,
0.6990562545609682,0.38983141530823817,0.5928666130863558,0.557279543158898,0.25753834299623884,1751912938.422017,50,5,1,
1.4818619275093283,1.3630316054357297,1.1906506945139337,1.4317933150929492,1.7009070142990432,1751912938.442017,50,5,1,
0.3709987793641337,0.4913468458942233,0.48534866639196084,0.3716300824601524,0.3905733682901801,1751912938.4620173,50,5,1,
0.016514626263155113,-0.3273866608576281,0.10387175629505359,0.17776697013522502,0.38189006662382363,1751912938.4820173,50,5,1,
-0.2846965445055469,-0.28519856164435664,-0.02825314944225893,-0.6047671586903451,-0.31918266428795233,1751912938.5020173,50,5,1,
-1.449894028375071,-1.4841910537746354,-1.4544874796660932,-1.4257542182296328,-1.6843483926688365,1751912938.5220172,50,5,1,
-0.6693625747385694,-0.4655262027600973,-0.363090378002966,-0.564551830838546,-0.5705131359458709,1751912938.5420172,50,5,1,
-0.7620655141634903,-0.8350106329978491,-0.942696033266286,-0.7668838305607965,-1.0391061041634861,1751912938.5620172,50,5,1,
0.6039346188496234,0.02564752069880608,0.0017762949873617487,0.05371764981595246,0.11478029971640126,1751912938.5820172,50,5,1,
1.0600013655658023,0.9481539378214605,1.0366587367433198,0.6387293050185197,1.1957310009026274,1751912938.6020172,50,5,1,
0.30629750259874844,0.5280155648781216,0.3195686249492755,0.4163643539634319,0.384614847451339,1751912938.6220171,50,5,1,
1.5966454389847662,1.640456454315006,1.0241051345784284,1.402946661607868,1.2400701806804262,1751912938.6420171,50,5,1,
0.6831167363609489,0.21566186745955107,0.5106989912679663,0.561543990003587,0.6360788715588679,1751912938.662017,50,5,1,
-0.2743515211342488,0.17894974117176013,0.003663854514686311,-0.10581400847815425,0.11808279491850994,1751912938.682017,50,5,1,
-0.5536647513685025,-0.25904362474239867,-0.3568831490146019,-0.8575223759228892,-0.21604597116831908,1751912938.702017,50,5,1,
-0.8241089346602904,-0.8410180019036095,-1.7974076425903518,-1.5885233182554073,-1.0544459753564503,1751912938.7220173,50,5,1,
-0.809942494737412,-0.7565207084956753,-0.6507947927467019,-0.8512475515424622,-0.12269797864346449,1751912938.7420173,50,5,1,
-1.2213458606316494,-0.8519397309197358,-1.0207413122566453,-0.7144365407763422,-1.0497277641749463,1751912938.7620173,50,5,1,
-0.008446638337612916,-0.02317857273040908,0.2580473662485818,0.16773426559240873,-0.3153320141701301,1751912938.7820172,50,5,1,B
1.017606685677253,0.742557417855133,0.47788219985871505,1.1331948025576142,0.5716835209934178,1751912938.8020172,50,5,1,
0.39024155119390996,0.37240096764743774,0.16129494889094043,0.43073098017288547,0.30332488079116426,1751912938.8220172,50,5,1,
1.3092312813085736,1.9826915452919547,1.4780102417881256,1.6407154034389813,1.5747377615973803,1751912938.8420172,50,5,1,
