ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,lsl_timestamp,frequencia,num_canais,repeticao
0.011365943769244343,-0.21448067013533076,0.15553848353889912,0.3968763074759444,-0.06938406397175989,-0.16024586810271346,-0.17939132274072983,0.15447922108014966,-0.09972028285851557,-0.13862859801843802,-0.08486829973510929,0.2675498406153371,-0.12427805988042406,-0.10062596395670483,0.10810846864341339,-0.12182690374255088,0.05339149162643672,-0.11502136401335405,-0.10016953985697173,0.04888690615304572,1751660792.2643456,2000,20,3
0.06962795476280995,-0.05662837969805719,0.1956951805931549,-0.13156698082909327,-0.15856868902621768,0.11287122085646244,0.4382655544157528,-0.037808754581263204,-0.037364912555795604,0.3347555515349874,0.1758386726375698,-0.026678741605077758,0.0796952941823573,0.30846848046036696,0.2806680532327914,0.09489469088037517,0.2543785112891336,-0.10345853345425385,0.2446333325693283,0.21347105380351297,1751660792.2648456,2000,20,3
0.04366066791133527,0.27587567812505087,-0.07864272223393598,0.025818130437191333,0.19108671894474172,0.04205105405413397,0.08586547573791203,-0.0744083837511505,0.09404804808816412,-0.05058973315455362,0.12901036990985393,-0.120000932761654,0.04304185870113294,-0.102643628419618,0.25943337889301354,-0.025189967617848336,0.46615605415107975,-0.058577005330105236,0.04939044914771684,0.0991832920562454,1751660792.2653456,2000,20,3
0.16231865248319235,-0.18395145669359017,0.049488434007967125,0.024301947350220524,-0.09656101059995495,0.13223434028668835,-0.0031771576105347754,0.2229110270104267,0.23073120139145348,0.2630609460398207,0.028897059303991793,0.17948521607766402,0.34829928013325384,-0.15934688237216907,0.30608386174959507,0.2627777846500153,0.14755067124102753,0.3726053395594903,0.21524520848329282,0.5195747019764119,1751660792.2658455,2000,20,3
0.15361438816757622,0.09406932975409331,0.3248267592392763,0.35588863190543085,0.13692814212947912,-0.15673928271535026,-0.00517612660242614,0.056421871439616106,0.1662559189204089,0.1931103548410236,0.014592326032019515,-0.11048491234401542,0.24074935920504945,0.4999816947438691,0.05975455637558466,0.11606670529742948,0.31446819610975607,0.34898390562852244,0.45333887977525233,-0.11155454435944456,1751660792.2663457,2000,20,3
0.34946041117061366,0.3397866104018186,0.464758345247433,0.5259534177838016,0.23438998423405544,-0.02344523892253203,0.20382085306934689,0.1412184874419328,0.9578211202528285,0.2677277042163675,0.3301725535792384,0.008663750260412162,0.3896709467320234,0.34437050854309537,0.2361339143894354,0.1866556061954427,0.041632953521582916,0.6422259351333774,0.25098904450211035,-0.16080798502460247,1751660792.2668457,2000,20,3
0.3877306513871353,-0.15830176025616433,0.3302343108199326,0.5729497299502987,0.28613412701776236,0.13113740714368094,0.19247318752493936,0.27653893338289987,0.6354844956037027,0.24759335712163258,0.8043872043312655,0.762267474730797,-0.013591702387564186,0.6524782130810216,-0.04987898625269643,0.44432292828550224,0.12518342668967,0.5361917827619882,-0.13898531659826907,0.08669874577832679,1751660792.2673457,2000,20,3
0.4001059931533541,0.4464165049700022,0.13244919825658685,0.32311595420300016,0.2663016443039983,0.34318395040373156,0.44734296357800013,0.47058015012811344,0.09053513985730682,0.6227558710201289,0.2761816042034056,0.30910569736417814,-0.014734132595982885,0.48559289006015616,0.2697094083008399,0.26895241974364037,0.09062305606776147,0.09273451923750464,0.6576966366327144,0.24835597819925154,1751660792.2678456,2000,20,3
0.28221366819205596,0.336005611462157,0.12895486786296112,0.23568858105563148,0.260424434536191,0.36661374721060225,0.23826230692459158,0.2628441886670799,0.2460746707029654,0.609162726159024,0.4441779994556797,0.4271746037879999,0.3125875325386171,0.23471369708912104,0.1177240139687567,0.4224834024555838,0.32719517251537256,0.3311975943302399,0.34936986512873414,0.5258833757338006,1751660792.2683456,2000,20,3
-0.0649093995691793,0.39233519308644527,0.31692367032446955,0.23392163421723847,0.185411478097604,0.6868832739033797,0.4044949162509845,0.29005847930204165,0.3226853860563482,0.5429320837148883,0.3981693881074813,0.09852922024912658,0.5662251922160275,0.07586113248062631,0.6852888100751207,0.5609442123586696,0.31375956090569446,0.10591263883007845,0.9477960942480647,0.4653031553538399,1751660792.2688456,2000,20,3
