ch1,lsl_timestamp,frequencia,num_canais,repeticao,marker
-0.2872319777047877,1751912920.271104,50,1,5,C
0.9891982142465101,1751912920.291104,50,1,5,
0.3748666194144157,1751912920.311104,50,1,5,
0.9517100437088295,1751912920.331104,50,1,5,
0.29449306942572173,1751912920.351104,50,1,5,
0.08264349229326222,1751912920.371104,50,1,5,
-0.14345357228190328,1751912920.391104,50,1,5,
-1.5361396494149204,1751912920.4111042,50,1,5,
-0.198198037634139,1751912920.4311042,50,1,5,
-1.1626304566134777,1751912920.4511042,50,1,5,
-0.027896407957495106,1751912920.4711041,50,1,5,
0.732322612426167,1751912920.4911041,50,1,5,
0.5262864741958005,1751912920.511104,50,1,5,
1.4737900309825616,1751912920.531104,50,1,5,
0.05008956464179584,1751912920.551104,50,1,5,
0.302541114896785,1751912920.571104,50,1,5,
-0.029231960296085935,1751912920.591104,50,1,5,
-1.4836391540732885,1751912920.611104,50,1,5,
-0.6247946089106006,1751912920.631104,50,1,5,
-0.8545960701919082,1751912920.6511042,50,1,5,
-0.05651078986834541,1751912920.6711042,50,1,5,
0.8262567495631994,1751912920.6911042,50,1,5,
0.8724231912201896,1751912920.7111042,50,1,5,
1.3102496572498818,1751912920.7311041,50,1,5,
0.39222064551442154,1751912920.751104,50,1,5,
-0.0729339436911121,1751912920.771104,50,1,5,
0.021729664625569967,1751912920.791104,50,1,5,
-1.2488703169480728,1751912920.811104,50,1,5,
-0.5003217144263085,1751912920.831104,50,1,5,
-0.6171471065633742,1751912920.851104,50,1,5,
0.4607550082761793,1751912920.871104,50,1,5,
1.0499014908811346,1751912920.891104,50,1,5,
-0.10464574716871122,1751912920.9111042,50,1,5,
1.148367969362137,1751912920.9311042,50,1,5,
0.5508930489694069,1751912920.9511042,50,1,5,
-0.436320854906154,1751912920.9711041,50,1,5,A
-0.2514370952888111,1751912920.9911041,50,1,5,
-1.4832923699170963,1751912921.011104,50,1,5,
-0.7541218947257836,1751912921.031104,50,1,5,
-0.5986785683624798,1751912921.051104,50,1,5,
-0.218481553489921,1751912921.071104,50,1,5,
0.8589677643028475,1751912921.091104,50,1,5,
0.23763724868002545,1751912921.111104,50,1,5,
1.7932398110765722,1751912921.131104,50,1,5,
0.03697503534328572,1751912921.1511042,50,1,5,
0.17491197499975186,1751912921.1711042,50,1,5,
-0.4871998332280683,1751912921.1911042,50,1,5,
-1.1959822613692341,1751912921.2111042,50,1,5,
-0.487821288377628,1751912921.2311041,50,1,5,
-0.9611072137210257,1751912921.251104,50,1,5,
0.20698977370956143,1751912921.271104,50,1,5,
0.8364177343696452,1751912921.291104,50,1,5,
0.578910321767681,1751912921.311104,50,1,5,
1.4328544937275365,1751912921.331104,50,1,5,
0.1432049176608109,1751912921.351104,50,1,5,
0.006947613172419035,1751912921.371104,50,1,5,
-0.6917149473359281,1751912921.391104,50,1,5,
-1.2491518678245672,1751912921.4111042,50,1,5,
-0.31525001429060917,1751912921.4311042,50,1,5,
-1.2289289070603278,1751912921.4511042,50,1,5,
-0.16847760981848647,1751912921.4711041,50,1,5,B
0.5929724568825596,1751912921.4911041,50,1,5,
0.632630036693743,1751912921.511104,50,1,5,
1.2349315505857605,1751912921.531104,50,1,5,
0.25540791502438714,1751912921.551104,50,1,5,
-0.1462186167273026,1751912921.571104,50,1,5,
-0.41744650129203614,1751912921.591104,50,1,5,
-1.602394919391099,1751912921.611104,50,1,5,
-0.36409933925764765,1751912921.631104,50,1,5,
-1.0998736208019408,1751912921.6511042,50,1,5,
-0.021362133840310084,1751912921.6711042,50,1,5,A
0.5531185419536857,1751912921.6911042,50,1,5,
0.6860921260437125,1751912921.7111042,50,1,5,
1.6815841045551867,1751912921.7311041,50,1,5,
0.05099397808947731,1751912921.751104,50,1,5,
0.12570461521776335,1751912921.771104,50,1,5,
0.01886012049191249,1751912921.791104,50,1,5,
-1.7072837508548975,1751912921.811104,50,1,5,
-0.7667890220040106,1751912921.831104,50,1,5,
-0.7664202658562609,1751912921.851104,50,1,5,
-0.2751889992762367,1751912921.871104,50,1,5,
1.1163989215763392,1751912921.891104,50,1,5,
0.35059273664609064,1751912921.9111042,50,1,5,
1.3456921437435363,1751912921.9311042,50,1,5,
0.06767658908821939,1751912921.9511042,50,1,5,
0.25633755648114265,1751912921.9711041,50,1,5,
-0.028700995287535447,1751912921.9911041,50,1,5,
-1.4068828869347625,1751912922.011104,50,1,5,
-0.6483638206608076,1751912922.031104,50,1,5,
-0.76547029130356,1751912922.051104,50,1,5,
0.0911890906901578,1751912922.071104,50,1,5,
0.6070885124175683,1751912922.091104,50,1,5,
0.2048472794362144,1751912922.111104,50,1,5,
1.121163082758832,1751912922.131104,50,1,5,
0.07898788046633828,1751912922.1511042,50,1,5,
-0.08658445856290989,1751912922.1711042,50,1,5,
-0.07976196532021271,1751912922.1911042,50,1,5,
-1.2585021015368105,1751912922.2111042,50,1,5,
-0.736304081216928,1751912922.2311041,50,1,5,
-1.1436987367130182,1751912922.251104,50,1,5,
-0.4412045402571689,1751912922.271104,50,1,5,C
1.2239577154481478,1751912922.291104,50,1,5,
0.39793470369729966,1751912922.311104,50,1,5,
1.2681233644640113,1751912922.331104,50,1,5,
0.24346291901353967,1751912922.351104,50,1,5,
0.087297899864004,1751912922.371104,50,1,5,A
-0.12057610710233849,1751912922.391104,50,1,5,
-1.5855364923725075,1751912922.4111042,50,1,5,
-0.8043725075539236,1751912922.4311042,50,1,5,
-0.7434739783396164,1751912922.4511042,50,1,5,
-0.09099906974579877,1751912922.4711041,50,1,5,
0.8165564534795217,1751912922.4911041,50,1,5,
0.23843153949269857,1751912922.511104,50,1,5,
1.1909089830367263,1751912922.531104,50,1,5,
0.21468310133505608,1751912922.551104,50,1,5,
0.28297637475306076,1751912922.571104,50,1,5,
-0.15090505967216683,1751912922.591104,50,1,5,
-1.1707382551767194,1751912922.611104,50,1,5,
-0.5063138330041628,1751912922.631104,50,1,5,
-0.6835313432306067,1751912922.6511042,50,1,5,
-0.18990504149492457,1751912922.6711042,50,1,5,B
0.9720761502094635,1751912922.6911042,50,1,5,
0.5834666495668888,1751912922.7111042,50,1,5,
1.7361788952278747,1751912922.7311041,50,1,5,
0.29431838614245076,1751912922.751104,50,1,5,
-0.14163554455836438,1751912922.771104,50,1,5,
-0.3352862723755463,1751912922.791104,50,1,5,
-1.559475456177826,1751912922.811104,50,1,5,
-1.037308258303995,1751912922.831104,50,1,5,
-0.7155369018979054,1751912922.851104,50,1,5,
-0.11242923839341044,1751912922.871104,50,1,5,
0.7684089692465582,1751912922.891104,50,1,5,
0.3252581604538825,1751912922.9111042,50,1,5,
1.2669194567849267,1751912922.9311042,50,1,5,
0.1797869692715482,1751912922.9511042,50,1,5,
0.04386196132175517,1751912922.9711041,50,1,5,
-0.37546148131898605,1751912922.9911041,50,1,5,
-1.280408355297221,1751912923.011104,50,1,5,
-0.6828754086432789,1751912923.031104,50,1,5,
-1.1918283777336298,1751912923.051104,50,1,5,
0.46353402482134143,1751912923.071104,50,1,5,A
0.4360361151090923,1751912923.091104,50,1,5,
0.6341024121237794,1751912923.111104,50,1,5,
1.210888250414505,1751912923.131104,50,1,5,
0.03685483286649005,1751912923.1511042,50,1,5,
0.07634523328247655,1751912923.1711042,50,1,5,
0.21877229905554435,1751912923.1911042,50,1,5,
-1.6808740777225664,1751912923.2111042,50,1,5,
-0.3893199388129222,1751912923.2311041,50,1,5,
-0.8989084905889935,1751912923.251104,50,1,5,
-0.17886319846009768,1751912923.271104,50,1,5,
0.8980485515889787,1751912923.291104,50,1,5,
0.527723194487411,1751912923.311104,50,1,5,
1.1069513621398548,1751912923.331104,50,1,5,
0.06418945415591146,1751912923.351104,50,1,5,
-0.03584126540953052,1751912923.371104,50,1,5,
-0.19578901473948598,1751912923.391104,50,1,5,
-1.5359366171324524,1751912923.4111042,50,1,5,
-0.3710175691357618,1751912923.4311042,50,1,5,
-0.6877152412809187,1751912923.4511042,50,1,5,
-0.21671921767935878,1751912923.4711041,50,1,5,
0.9608295342178568,1751912923.4911041,50,1,5,
0.16834121567385146,1751912923.511104,50,1,5,
1.4119368989841385,1751912923.531104,50,1,5,
0.263591977078192,1751912923.551104,50,1,5,
-0.1424522279829057,1751912923.571104,50,1,5,
-0.5124839041605715,1751912923.591104,50,1,5,
-1.318098908009134,1751912923.611104,50,1,5,
-0.1863248178487849,1751912923.631104,50,1,5,
-1.1299713486276413,1751912923.6511042,50,1,5,
-0.17414279430476265,1751912923.6711042,50,1,5,
1.0489674248533207,1751912923.6911042,50,1,5,
0.26260119180044694,1751912923.7111042,50,1,5,
1.563848797010289,1751912923.7311041,50,1,5,
0.17665881005371542,1751912923.751104,50,1,5,
0.1198772890637055,1751912923.771104,50,1,5,A
-0.1637710148499567,1751912923.791104,50,1,5,
-1.5586175477271527,1751912923.811104,50,1,5,
-0.57334338698499,1751912923.831104,50,1,5,
-0.9336742112211689,1751912923.851104,50,1,5,
0.2779414694368834,1751912923.871104,50,1,5,B
0.7176004137701328,1751912923.891104,50,1,5,
0.44671271314417854,1751912923.9111042,50,1,5,
1.6518121028754689,1751912923.9311042,50,1,5,
0.36463221405535273,1751912923.9511042,50,1,5,
-0.6194462856381506,1751912923.9711041,50,1,5,
-0.26648223746203986,1751912923.9911041,50,1,5,
-1.3120101637617727,1751912924.011104,50,1,5,
-0.6568073529006226,1751912924.031104,50,1,5,
-0.8076858892593115,1751912924.051104,50,1,5,
-0.012109293816282693,1751912924.071104,50,1,5,
0.41251880848252603,1751912924.091104,50,1,5,
0.775954723513137,1751912924.111104,50,1,5,
1.6668454871180214,1751912924.131104,50,1,5,
0.47989100195479006,1751912924.1511042,50,1,5,
0.12012561750045823,1751912924.1711042,50,1,5,
-0.5469296241874309,1751912924.1911042,50,1,5,
-1.3346336795233238,1751912924.2111042,50,1,5,
-0.4655204528054132,1751912924.2311041,50,1,5,
-0.6903399539089543,1751912924.251104,50,1,5,
-0.14208956029128847,1751912924.271104,50,1,5,C
0.8096841901387409,1751912924.291104,50,1,5,
0.3259483642743969,1751912924.311104,50,1,5,
1.6607962694262686,1751912924.331104,50,1,5,
0.27190842415591077,1751912924.351104,50,1,5,
0.07265078362068235,1751912924.371104,50,1,5,
0.05797654904516908,1751912924.391104,50,1,5,
-1.0389057090070737,1751912924.4111042,50,1,5,
-0.32817026686156675,1751912924.4311042,50,1,5,
-0.7631596021351281,1751912924.4511042,50,1,5,
0.03370390392928802,1751912924.4711041,50,1,5,A
1.01537227924517,1751912924.4911041,50,1,5,
0.4615461568089814,1751912924.511104,50,1,5,
1.4722042677389857,1751912924.531104,50,1,5,
0.18822698924182807,1751912924.551104,50,1,5,
-0.03794642695821212,1751912924.571104,50,1,5,
-0.2687307944829381,1751912924.591104,50,1,5,
-1.454357152479053,1751912924.611104,50,1,5,
-0.7428989946597542,1751912924.631104,50,1,5,
-0.8970926132042221,1751912924.6511042,50,1,5,
0.04213677917576861,1751912924.6711042,50,1,5,
0.9023370370015301,1751912924.6911042,50,1,5,
0.3181597666808104,1751912924.7111042,50,1,5,
1.322956321030527,1751912924.7311041,50,1,5,
0.49585282616794735,1751912924.751104,50,1,5,
0.055921080002441156,1751912924.771104,50,1,5,
-0.23521759897583283,1751912924.791104,50,1,5,
-1.535855142507073,1751912924.811104,50,1,5,
-0.5458112605355491,1751912924.831104,50,1,5,
-0.6413623287556174,1751912924.851104,50,1,5,
0.08893091945429574,1751912924.871104,50,1,5,
0.8498462596413504,1751912924.891104,50,1,5,
0.6061513164134984,1751912924.9111042,50,1,5,
1.4002172880130865,1751912924.9311042,50,1,5,
0.0017890134123446644,1751912924.9511042,50,1,5,
-0.2032106862939174,1751912924.9711041,50,1,5,
-0.45195260139248405,1751912924.9911041,50,1,5,
-1.07719311225946,1751912925.011104,50,1,5,
-0.8981580226984254,1751912925.031104,50,1,5,
-1.1440780926697312,1751912925.051104,50,1,5,
0.31533120463812586,1751912925.071104,50,1,5,B
0.6947822087806357,1751912925.091104,50,1,5,
0.5973776822742232,1751912925.111104,50,1,5,
1.5031944478805068,1751912925.131104,50,1,5,
0.09342770249074661,1751912925.1511042,50,1,5,
0.2984578777712165,1751912925.1711042,50,1,5,A
-0.159874460640843,1751912925.1911042,50,1,5,
-1.3902003803921403,1751912925.2111042,50,1,5,
-0.13040177186525875,1751912925.2311041,50,1,5,
-0.9523976535472755,1751912925.251104,50,1,5,
-0.016659245519957972,1751912925.271104,50,1,5,
0.7009314235039191,1751912925.291104,50,1,5,
0.3711565141987424,1751912925.311104,50,1,5,
1.648203115214612,1751912925.331104,50,1,5,
0.2808222358866904,1751912925.351104,50,1,5,
-0.038285692914320234,1751912925.371104,50,1,5,
-0.7023933554059847,1751912925.391104,50,1,5,
-1.3293920160541255,1751912925.4111042,50,1,5,
-0.8733096984003023,1751912925.4311042,50,1,5,
-0.7797733740655632,1751912925.4511042,50,1,5,
-0.42951257919952585,1751912925.4711041,50,1,5,
1.0071176954614784,1751912925.4911041,50,1,5,
0.28014806387056257,1751912925.511104,50,1,5,
1.5896700272189763,1751912925.531104,50,1,5,
0.20665411226044178,1751912925.551104,50,1,5,
-0.20073524351200975,1751912925.571104,50,1,5,
-0.5319144356283417,1751912925.591104,50,1,5,
-1.5045918861134113,1751912925.611104,50,1,5,
-0.5637369120649753,1751912925.631104,50,1,5,
-0.7729217615867844,1751912925.6511042,50,1,5,
0.08972121283983622,1751912925.6711042,50,1,5,
1.0497491387223636,1751912925.6911042,50,1,5,
0.4074886577424188,1751912925.7111042,50,1,5,
1.1858738781769447,1751912925.7311041,50,1,5,
0.27483255006861973,1751912925.751104,50,1,5,
-0.31437667202841596,1751912925.771104,50,1,5,
-0.5431245276557192,1751912925.791104,50,1,5,
-0.9326696276525897,1751912925.811104,50,1,5,
-0.24727865234003388,1751912925.831104,50,1,5,
-0.8413848158566418,1751912925.851104,50,1,5,
0.0008208665487380157,1751912925.871104,50,1,5,A
0.6538118747396137,1751912925.891104,50,1,5,
0.12563442315298784,1751912925.9111042,50,1,5,
1.464397586645001,1751912925.9311042,50,1,5,
0.19713166527111203,1751912925.9511042,50,1,5,
0.11773612753904654,1751912925.9711041,50,1,5,
-0.14435405741726212,1751912925.9911041,50,1,5,
-1.015264609867753,1751912926.011104,50,1,5,
-0.22441719767824975,1751912926.031104,50,1,5,
-0.6854612089312522,1751912926.051104,50,1,5,
0.009268527082709222,1751912926.071104,50,1,5,
1.2643751850981704,1751912926.091104,50,1,5,
0.43827475480219014,1751912926.111104,50,1,5,
1.732107060657359,1751912926.131104,50,1,5,
0.14347330952201048,1751912926.1511042,50,1,5,
-0.30601174784942586,1751912926.1711042,50,1,5,
-0.19975673223430873,1751912926.1911042,50,1,5,
-1.5729486677936646,1751912926.2111042,50,1,5,
-0.3388724893231003,1751912926.2311041,50,1,5,
-0.6752805809118019,1751912926.251104,50,1,5,
-0.07131726604282923,1751912926.271104,50,1,5,C
1.2100811787951,1751912926.291104,50,1,5,
0.21626968253433465,1751912926.311104,50,1,5,
1.2730456033320232,1751912926.331104,50,1,5,
0.09239049436018643,1751912926.351104,50,1,5,
-0.07746963174372659,1751912926.371104,50,1,5,
-0.31031285935960196,1751912926.391104,50,1,5,
-1.6402525288873067,1751912926.4111042,50,1,5,
-0.4446955968295122,1751912926.4311042,50,1,5,
-0.9954300145608569,1751912926.4511042,50,1,5,
0.04299117237802583,1751912926.4711041,50,1,5,
0.6336642850454189,1751912926.4911041,50,1,5,
0.6292863761685599,1751912926.511104,50,1,5,
1.4389714117052383,1751912926.531104,50,1,5,
0.16172768574031096,1751912926.551104,50,1,5,
-0.2736247235683003,1751912926.571104,50,1,5,A
-0.25327927562665675,1751912926.591104,50,1,5,
-1.524371633052207,1751912926.611104,50,1,5,
-0.37173210657163336,1751912926.631104,50,1,5,
-0.9001784326040232,1751912926.6511042,50,1,5,
0.07864465955349387,1751912926.6711042,50,1,5,
1.1080281550282993,1751912926.6911042,50,1,5,
0.3350273405235915,1751912926.7111042,50,1,5,
1.2609818444572003,1751912926.7311041,50,1,5,
0.20693111341498766,1751912926.751104,50,1,5,
-0.30410461401411276,1751912926.771104,50,1,5,
-0.5439075259630293,1751912926.791104,50,1,5,
-1.2080374908147704,1751912926.811104,50,1,5,
-0.49693783384775997,1751912926.831104,50,1,5,
-1.2131693761884637,1751912926.851104,50,1,5,
0.010274120525437165,1751912926.871104,50,1,5,
0.7521261558407312,1751912926.891104,50,1,5,
0.7739861885033918,1751912926.9111042,50,1,5,
1.1663031603915377,1751912926.9311042,50,1,5,
0.4116084532448065,1751912926.9511042,50,1,5,
-0.0875296710560926,1751912926.9711041,50,1,5,
-0.15453158078990722,1751912926.9911041,50,1,5,
-1.4931142306169045,1751912927.011104,50,1,5,
-0.3805457549099648,1751912927.031104,50,1,5,
-0.7303444952909632,1751912927.051104,50,1,5,
0.09194930025283403,1751912927.071104,50,1,5,
0.9749908127700488,1751912927.091104,50,1,5,
0.5217789548628778,1751912927.111104,50,1,5,
1.4219244146744447,1751912927.131104,50,1,5,
0.6404196975313385,1751912927.1511042,50,1,5,
0.01506822960719315,1751912927.1711042,50,1,5,
-0.49833253679649603,1751912927.1911042,50,1,5,
-1.2191169412152993,1751912927.2111042,50,1,5,
-0.777580029561449,1751912927.2311041,50,1,5,
-1.0641201081510165,1751912927.251104,50,1,5,
0.262290812304256,1751912927.271104,50,1,5,A
0.5407796740085445,1751912927.291104,50,1,5,
0.498429409327281,1751912927.311104,50,1,5,
1.2772441805714427,1751912927.331104,50,1,5,
0.4296505050681235,1751912927.351104,50,1,5,
-0.011884458224847029,1751912927.371104,50,1,5,
-0.15803612747794535,1751912927.391104,50,1,5,
-1.4797145652488453,1751912927.4111042,50,1,5,
-0.4758987092710959,1751912927.4311042,50,1,5,
-0.8632649540420867,1751912927.4511042,50,1,5,
0.28348985206461047,1751912927.4711041,50,1,5,B
0.742803410621486,1751912927.4911041,50,1,5,
0.7038493461053428,1751912927.511104,50,1,5,
